class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,478,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,479,0,0,0,0,0,0,0.7,0,0,0,0,0.02,0,0,0,0,0.15,0,0,0,0,0,0,0.02,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
2,480,0,0,0.45,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
19,481,0,0,0.23,0,0.04,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
7,482,0.01,0,0.16,0,0,0,0,0.43,0.02,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0.06,0,0.21,0.04,0,0,0,0,0,0,0,0,0,0,0
4,483,0,0,0.24,0,0.51,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0
19,484,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.54,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
5,485,0,0,0.06,0,0.04,0.48,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,486,0,0,0,0.84,0,0,0.1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,487,0,0,0.1,0,0.41,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
25,488,0.01,0,0.09,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.36,0.03,0.18,0,0,0,0,0,0,0,0,0,0,0,0
12,489,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
26,490,0,0,0.15,0,0,0,0,0,0,0.07,0,0,0.01,0,0,0.04,0,0,0,0.07,0,0,0,0.01,0.09,0.18,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
2,491,0.01,0,0.35,0,0.05,0,0,0.1,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.2,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
23,492,0.01,0,0.06,0,0.03,0,0,0.33,0.03,0,0,0,0,0,0,0,0.1,0,0.01,0.03,0,0,0,0.37,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,493,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,494,0,0,0.22,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,495,0,0,0.13,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.09,0.49,0.06,0,0,0,0,0,0,0,0,0,0,0
16,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,497,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
3,498,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,499,0,0,0.8,0,0.05,0,0,0.07,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
27,500,0,0,0.26,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.04,0,0,0,0,0,0,0,0,0,0
19,501,0,0,0.37,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0
7,502,0.01,0,0.09,0,0.06,0,0,0.65,0,0,0,0,0,0,0.05,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
2,503,0,0,0.68,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.25,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
24,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,505,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0.76,0.12,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
16,506,0.04,0,0.1,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.06,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0
12,507,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
4,508,0,0,0.03,0,0.44,0,0,0.03,0,0,0.18,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
2,509,0,0,0.28,0.03,0,0.03,0,0,0,0.17,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
12,510,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
2,511,0,0,0.82,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
5,512,0.09,0,0,0,0.02,0.47,0,0,0,0,0.05,0.04,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.12,0.03,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0
4,513,0,0,0,0,0.39,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,514,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.67,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0
18,516,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.92,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,517,0,0,0,0.65,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0
4,518,0,0,0.04,0,0.58,0.05,0,0.01,0,0,0.05,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.02,0.13,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0
25,519,0,0,0.02,0,0,0.03,0,0.07,0,0.13,0.01,0,0.09,0,0.02,0,0,0,0,0.02,0,0,0,0,0.18,0.28,0.11,0,0.02,0,0,0,0,0,0,0,0,0,0,0
4,520,0,0,0.29,0,0.3,0,0,0,0,0,0.16,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0
28,521,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.18,0,0.3,0.41,0,0,0,0,0,0,0,0,0,0,0
27,522,0,0,0.11,0,0.16,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.11,0.14,0.12,0.2,0.06,0,0,0,0,0,0,0,0,0,0,0
24,523,0,0,0.08,0,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.34,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
27,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0.09,0,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0
10,525,0,0,0.02,0.08,0.34,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.07,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
27,526,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0
5,527,0,0,0,0,0,0.34,0,0.05,0,0.03,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.28,0.04,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0
27,528,0,0,0.02,0,0,0,0,0.29,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
12,529,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
1,530,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,531,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.04,0,0,0,0,0.49,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
3,532,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,533,0,0,0.81,0,0.02,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,534,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,536,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,537,0,0,0.24,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
5,538,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,539,0,0,0.9,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,540,0,0,0.04,0.02,0,0.03,0,0,0,0.14,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0.11,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,541,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
14,542,0,0,0.06,0,0.1,0,0,0.04,0,0,0.01,0.01,0,0,0.29,0.05,0,0,0,0.27,0,0,0,0,0,0.05,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0
7,543,0.05,0,0.01,0,0,0,0,0.55,0.02,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.01,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,544,0,0,0.19,0,0.03,0,0,0.52,0.02,0,0,0,0,0,0,0,0.12,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,545,0,0,0,0.6,0,0.01,0,0.21,0.1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,546,0,0,0.2,0,0.16,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0.29,0.05,0,0,0,0,0,0.08,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0
4,547,0,0,0.03,0,0.75,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.01,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0
23,548,0,0,0.29,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.53,0,0.08,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
27,549,0,0,0.13,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.04,0.52,0.1,0,0,0,0,0,0,0,0,0,0,0
2,550,0.04,0,0.69,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
19,551,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,552,0,0,0.17,0,0.07,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
26,553,0,0,0.07,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.15,0.51,0.04,0,0,0,0,0,0,0,0,0,0,0,0
3,554,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,555,0.02,0,0,0,0.19,0,0,0.29,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.07,0.16,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0
19,556,0.05,0,0.02,0.03,0,0,0,0.16,0,0.02,0,0,0.02,0,0,0.02,0,0.05,0,0.3,0,0,0,0,0.04,0.04,0.14,0.02,0,0.08,0,0,0,0,0,0,0,0,0,0
4,557,0.02,0,0.15,0,0.41,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
19,558,0,0,0.14,0,0.04,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
4,559,0.01,0,0.06,0,0.25,0.05,0,0.04,0,0,0.04,0,0.03,0,0.01,0,0,0,0,0.06,0,0,0,0,0.01,0.22,0.11,0.06,0.03,0,0,0,0,0,0,0,0,0,0,0
26,560,0,0,0,0.14,0,0,0,0,0.07,0,0.01,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0
3,561,0,0,0,0.84,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,562,0,0,0.31,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.47,0.02,0.12,0,0,0,0,0,0,0,0,0,0,0,0
19,563,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,564,0,0,0.11,0,0.12,0,0,0.03,0,0,0.49,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.01,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
18,565,0,0,0.23,0,0.04,0,0,0.01,0,0.01,0,0,0,0.01,0.03,0,0,0,0.25,0,0,0,0,0,0,0.24,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0
2,566,0,0,0.7,0,0.05,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,567,0,0.04,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.23,0.04,0,0.22,0.33,0,0,0,0,0,0,0,0,0,0,0
16,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,569,0,0,0.01,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.12,0.2,0.01,0.17,0.04,0,0,0,0,0,0,0,0,0,0,0
19,570,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,571,0,0,0.05,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
19,572,0,0,0.17,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
19,573,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
9,574,0,0,0.07,0,0.02,0.24,0,0,0,0.43,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
27,575,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0
2,576,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,577,0,0,0.21,0,0.23,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.02,0.08,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0
12,578,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
2,579,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,580,0,0,0,0,0.03,0.25,0,0.05,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0.51,0,0.03,0,0,0,0,0,0,0,0,0,0,0
16,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,582,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
3,583,0,0,0,0.8,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0
8,584,0,0.02,0,0.21,0,0,0,0,0.41,0.17,0,0.06,0,0,0,0,0.04,0,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,585,0.04,0,0.15,0,0,0,0,0.06,0,0,0,0.04,0.03,0,0,0,0,0.05,0,0.08,0.14,0,0,0,0,0,0,0.33,0.06,0,0,0,0,0,0,0,0,0,0,0
13,586,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,587,0,0,0,0,0.11,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.07,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0
6,588,0,0,0,0.01,0,0.05,0.44,0.04,0,0,0,0,0.05,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0.05,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0
19,589,0,0,0.3,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,590,0.03,0,0.33,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.05,0,0.52,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
26,591,0,0,0,0.14,0,0.05,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0.1,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0
15,592,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,593,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,594,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0
4,595,0,0,0.34,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.04,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
7,596,0,0,0.01,0,0,0,0,0.35,0,0,0,0.1,0,0,0,0,0.31,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,597,0.02,0,0.14,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0
16,598,0,0,0,0,0,0,0,0,0,0,0,0.14,0.03,0,0,0,0.45,0.05,0,0,0,0,0,0,0.28,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
25,599,0,0,0.07,0,0.2,0.05,0,0.03,0,0,0.05,0,0.03,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0.24,0.09,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0
4,600,0.03,0,0.01,0,0.34,0,0,0.11,0.01,0,0,0.04,0,0,0.08,0,0,0.07,0,0.16,0,0,0,0,0,0.04,0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0
2,601,0,0,0.91,0,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
2,602,0,0,0.56,0,0.07,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0.3,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
2,603,0,0,0.53,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
2,604,0,0,0.31,0,0.24,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.14,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
7,605,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,606,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
26,607,0,0,0.08,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.07,0,0,0,0,0,0.12,0.52,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0
3,608,0,0,0,0.88,0,0.03,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,609,0,0,0.05,0,0,0,0,0.02,0.05,0.08,0.12,0,0.22,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0.2,0.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0
25,610,0,0,0.01,0.01,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.09,0.28,0.06,0.16,0.03,0,0,0,0,0,0,0,0,0,0,0
2,611,0,0,0.41,0,0.15,0,0,0.02,0.02,0,0,0,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0.04,0,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0
14,612,0.05,0,0,0.04,0,0,0.1,0,0,0,0.03,0.08,0,0,0.25,0.01,0.08,0,0,0,0,0,0,0,0.03,0.25,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0
19,613,0.03,0,0.02,0,0.3,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.34,0,0,0,0,0,0.17,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0
10,614,0,0,0,0,0.04,0.03,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,615,0,0,0.79,0,0.04,0,0,0.1,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,617,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
2,618,0.05,0,0.7,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2,619,0,0,0.7,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
