class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
16,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1429,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0
7,1430,0,0,0.37,0,0,0,0,0.53,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1431,0,0,0.01,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.6,0.15,0,0.12,0.01,0,0,0,0,0,0,0,0,0,0,0
19,1432,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1433,0,0,0.22,0,0.04,0.01,0,0.07,0,0,0,0.05,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0.13,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1434,0,0,0.59,0,0.27,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0
9,1435,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1436,0,0,0.35,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
16,1437,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.88,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1438,0,0,0.31,0.01,0,0,0,0.63,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1439,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1440,0,0,0.88,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
14,1441,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0.3,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1442,0,0,0.05,0.17,0.31,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
16,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1445,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1446,0.02,0,0.02,0,0,0.04,0,0.14,0,0,0,0.03,0.01,0,0,0.04,0,0.08,0,0.11,0,0,0,0,0.04,0.03,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1447,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.09,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0
2,1448,0.14,0,0.47,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.18,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1449,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1450,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
2,1451,0,0,0.91,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1452,0,0,0.3,0,0.05,0,0,0.47,0,0,0,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0
5,1453,0,0,0.01,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0
2,1454,0,0,0.42,0,0.2,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
7,1455,0,0,0.2,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0
16,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1457,0,0,0.44,0.06,0.14,0,0,0.09,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
25,1458,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.6,0.09,0,0.22,0,0,0,0,0,0,0,0,0,0,0
25,1459,0.08,0,0,0.07,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.08,0.03,0,0,0,0,0,0,0,0,0,0
3,1460,0,0,0.17,0.69,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1461,0,0,0.21,0,0.06,0,0,0.04,0,0.12,0.02,0,0,0,0.12,0.02,0,0,0.19,0,0,0,0,0,0,0.13,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0
3,1462,0,0,0,0.61,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1463,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
7,1464,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.1,0,0,0,0.14,0,0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1465,0,0,0.61,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.28,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0
19,1466,0,0,0.38,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1467,0,0,0.2,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.22,0,0.04,0.33,0,0,0,0,0,0,0,0,0,0,0,0
26,1468,0,0,0,0,0,0.16,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.32,0.44,0,0.03,0,0,0,0,0,0,0,0,0,0,0
2,1469,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1470,0,0,0.06,0,0,0,0,0.83,0.02,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1471,0,0,0.41,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.13,0.01,0.09,0.01,0,0,0,0,0,0,0,0,0,0,0
15,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1473,0,0,0.39,0,0.13,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
2,1474,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1475,0,0,0.43,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
25,1476,0,0,0,0,0.31,0,0,0.02,0,0,0.09,0.04,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1477,0,0,0.33,0.42,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
6,1478,0,0,0.12,0,0,0.04,0.32,0.03,0,0.05,0,0,0,0.05,0,0,0,0.14,0.01,0,0,0,0,0,0,0.15,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0
16,1479,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1480,0.07,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.03,0.16,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
16,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1482,0,0,0.49,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.31,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0
22,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1484,0,0,0.01,0,0.72,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1485,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1486,0.02,0,0.01,0.61,0.06,0,0,0.11,0.04,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0
2,1487,0.02,0,0.52,0,0.02,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.09,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
7,1488,0,0,0,0,0,0.02,0,0.88,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
17,1489,0,0,0.05,0.01,0.02,0.03,0,0.09,0.02,0.05,0,0.04,0.03,0,0.04,0,0,0.32,0.01,0.17,0,0,0,0,0.05,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0
25,1490,0,0,0,0,0.08,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.13,0.31,0.07,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0
26,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1492,0,0,0.6,0,0.15,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
2,1493,0,0,0.59,0,0,0,0,0.17,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2,1494,0,0,0.89,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1495,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2,1496,0,0,0.27,0,0.13,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.25,0,0,0,0,0,0.04,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0
19,1497,0,0,0.06,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0.11,0,0,0.46,0,0,0,0,0.14,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
4,1498,0,0,0.01,0,0.58,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
25,1499,0,0,0.1,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1500,0,0,0.67,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1501,0,0,0.43,0,0.05,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
2,1502,0,0,0.64,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.25,0,0,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0
25,1503,0.02,0,0.01,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1506,0,0,0.47,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1507,0.02,0,0.02,0,0.51,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.32,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1508,0,0,0.5,0,0.34,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
9,1509,0,0,0.27,0.1,0,0,0,0,0,0.32,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0
16,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
16,1511,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.03,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1512,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1513,0.11,0,0,0,0.05,0.1,0.01,0,0,0,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.09,0.47,0,0.02,0,0,0,0,0,0,0,0,0,0,0
19,1514,0.01,0,0.32,0,0.08,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0.5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1515,0,0.02,0,0,0,0.43,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1516,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1517,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.06,0.22,0.15,0,0,0,0,0,0,0,0,0,0,0
2,1518,0,0,0.61,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
19,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1520,0,0,0.41,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1521,0,0,0.45,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.05,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
9,1522,0,0,0,0,0,0.12,0,0,0,0.77,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0
26,1523,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0.06,0.09,0,0,0,0,0,0,0,0.04,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1524,0,0,0,0,0.41,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1525,0,0,0.19,0,0.54,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
2,1526,0,0,0.31,0.21,0,0.02,0,0.12,0,0,0,0,0,0,0,0,0.15,0,0.05,0.05,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1527,0,0,0.02,0,0.12,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.02,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0
25,1528,0,0,0.07,0,0.07,0.05,0,0.07,0,0.04,0,0.05,0.01,0,0.06,0,0,0.05,0,0.14,0,0,0,0,0,0.26,0.03,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0
19,1529,0,0,0,0,0.31,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1530,0,0,0.6,0,0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.02,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0
7,1531,0,0,0.35,0.06,0.01,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
25,1532,0,0,0.24,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.33,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
16,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1535,0,0,0.66,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1536,0,0,0.68,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
6,1537,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1538,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1539,0,0,0.19,0,0,0,0.08,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.08,0,0.58,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
6,1540,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1541,0,0,0.26,0,0.48,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1542,0,0,0.02,0,0.42,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.13,0,0,0,0,0,0.22,0.1,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0
7,1543,0,0,0.2,0,0.03,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
16,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1545,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
19,1546,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1547,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.03,0.01,0.16,0,0,0,0,0,0,0,0,0,0,0,0
19,1548,0,0,0.03,0,0.02,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0.41,0,0,0,0,0.2,0.13,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0
26,1549,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.12,0,0,0,0,0,0,0,0,0,0,0
7,1550,0,0,0,0,0.1,0,0,0.67,0.03,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0,0,0,0,0,0,0,0,0,0,0
16,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1552,0.03,0,0,0.76,0,0.07,0.02,0,0.09,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1553,0.04,0,0.02,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.5,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0
3,1554,0,0,0,0.56,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1555,0,0,0.45,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
2,1556,0,0,0.67,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0
2,1557,0,0,0.85,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
4,1558,0,0,0.01,0,0.34,0.02,0,0.02,0,0,0.33,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1559,0,0,0.85,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
10,1560,0,0,0,0.1,0.07,0,0,0,0.02,0,0.53,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0.15,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1561,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1562,0,0,0.02,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.01,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0
27,1563,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
2,1564,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1565,0,0,0.16,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.44,0,0,0,0,0.03,0,0.05,0.27,0.02,0,0,0,0,0,0,0,0,0,0,0
25,1566,0,0,0.05,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.83,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0
2,1567,0,0,0.85,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1568,0,0,0.38,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0
25,1569,0,0,0.26,0,0.16,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.41,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1571,0,0,0.46,0,0.39,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1572,0,0,0.68,0,0.05,0,0,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
