class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
20,458,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0.49,0.01,0,0,0,0,0.05,0,0.02,0,0,0,0,0.29,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
22,459,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.3,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.06,0,0,0,0,0
22,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0
3,461,0,0,0,0.36,0.21,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0
22,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
4,463,0,0,0,0,0.34,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.16,0.11,0.01,0,0,0,0
4,464,0,0,0,0.4,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0
3,465,0,0,0,0.52,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,466,0,0,0,0.03,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,467,0,0,0,0.45,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.16,0,0,0,0,0
3,468,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.16,0,0,0,0,0
22,469,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.6,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
21,470,0,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.1,0.07,0.25,0.02,0,0,0,0.06,0,0,0,0,0,0.01,0,0.15,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0
22,471,0,0,0,0.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.38,0,0,0,0.02,0.05,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0
26,472,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.05,0,0,0,0,0.01,0.45,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.24,0
12,473,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.12,0.05,0.03,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.15,0.02,0.04,0,0,0,0
22,474,0,0,0,0.29,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.5,0,0,0,0,0.02,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
46,475,0,0,0,0,0.27,0,0,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0.04,0,0,0.13,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.12,0,0
12,476,0,0.02,0,0.07,0.1,0,0,0,0,0,0,0,0.5,0,0,0.05,0,0,0,0,0,0.03,0.15,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
47,477,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0
45,478,0,0,0,0,0,0.1,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.19,0,0,0,0,0,0,0,0.01,0,0.08,0,0.05,0,0,0,0.31,0.01,0,0,0
3,479,0,0,0,0.66,0.05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
3,480,0,0.01,0,0.49,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0
22,481,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.22,0.52,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.02,0,0,0,0,0
43,482,0,0,0,0.01,0.17,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.05,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.23,0,0,0,0,0
29,483,0,0.16,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02
26,484,0,0,0,0,0.08,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0.14,0,0,0,0,0.06,0.03,0,0.58,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
40,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0,0,0.93,0,0,0,0,0,0,0,0,0
3,486,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.21,0.17,0,0,0,0,0
12,487,0,0,0,0.03,0.12,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
10,488,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,489,0,0,0,0,0.09,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.02,0.35,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.25,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0
22,490,0,0,0,0,0.19,0,0,0,0.01,0,0,0,0.17,0,0,0,0,0,0,0,0,0.24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0
22,491,0,0.1,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.01,0.13,0,0,0
25,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,493,0,0,0,0,0.35,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0
21,494,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.08,0.52,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.01,0,0,0,0
46,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0
3,496,0,0,0,0.58,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
7,497,0,0,0,0,0.24,0,0,0.52,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0.06,0.03,0,0,0,0
4,498,0,0,0,0.03,0.49,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0,0,0,0,0
21,499,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
3,500,0,0,0,0.57,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
22,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.03,0.53,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0.03,0.01,0,0
3,502,0,0.01,0,0.46,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
46,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.16,0
1,504,0,0.39,0,0.33,0.1,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
22,505,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.04,0,0
10,506,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,507,0,0.02,0,0.07,0.08,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.1,0.55,0,0,0,0,0
4,508,0,0,0,0,0.38,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.01,0.1,0.11,0,0.04,0,0,0,0.05,0,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
10,509,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,510,0,0,0,0.28,0.47,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
28,511,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.07,0,0.71,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0.05,0,0,0.01,0,0
44,512,0,0.07,0,0.27,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0.58,0,0,0,0,0
4,513,0,0,0,0.05,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
20,514,0,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.7,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0
9,515,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,516,0,0,0,0.01,0.09,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0
12,517,0,0,0,0.02,0.12,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.01,0,0,0,0.06,0.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.27,0,0,0,0,0
44,518,0.01,0,0,0,0.03,0,0,0,0,0.02,0,0,0.07,0,0,0.02,0,0,0.01,0.1,0.11,0,0.01,0,0,0,0.04,0,0.05,0,0,0,0.05,0.05,0.13,0,0,0,0.02,0,0,0,0,0,0.21,0.02,0,0,0,0
44,519,0,0,0,0.04,0.25,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.22,0.3,0,0,0,0,0
21,520,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0.04,0,0,0,0,0.02,0.61,0,0,0,0.01,0.07,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.08,0,0.02,0,0,0,0,0
21,521,0,0,0,0,0.09,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0.12,0.17,0,0,0,0,0.01,0,0,0,0,0,0.05,0.01,0.14,0,0,0,0,0,0,0,0.08,0.08,0.13,0,0,0,0,0
44,522,0,0,0,0.07,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.08,0,0,0,0,0.04,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0
21,523,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
44,524,0,0,0,0.06,0.07,0,0,0.06,0,0,0,0,0.09,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0
21,525,0,0,0,0.07,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
44,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.24,0.03,0,0,0,0,0,0,0.27,0,0,0,0,0,0.07,0.04,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0
21,527,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.84,0.03,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
10,528,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
27,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.44,0,0,0,0,0.17,0,0,0,0.04,0,0,0,0,0,0,0,0.2,0,0.04,0.02,0,0
40,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
4,532,0,0,0,0.19,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
3,533,0,0,0,0.57,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0
46,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0
19,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,536,0,0,0,0.81,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
48,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
4,538,0,0,0,0.09,0.66,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0
20,539,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0.08,0.55,0,0,0,0,0.01,0.07,0,0,0,0,0.02,0,0.06,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,540,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,541,0,0.03,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.03,0.02,0.02,0,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0.03,0.11,0,0,0,0
22,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.03,0,0
22,543,0,0,0,0.06,0.02,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.02,0.64,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.16,0,0,0
40,544,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.12,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0.02,0.01,0,0,0,0
34,545,0,0,0,0.03,0,0.01,0,0,0,0.15,0,0,0.18,0,0,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0,0.01,0,0,0,0.39,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0
12,546,0,0,0,0.26,0.03,0,0,0,0,0,0,0,0.27,0,0,0.04,0,0,0,0,0,0.02,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.23,0,0,0,0,0
38,547,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0
21,548,0,0,0,0,0.06,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0.58,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.14,0,0.01,0,0,0,0
4,549,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.03,0,0
3,550,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,551,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.62,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
20,552,0,0,0,0.03,0.08,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.57,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0
40,553,0,0,0,0,0.06,0,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.59,0,0,0,0.09,0,0,0,0,0
12,554,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.21,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.01,0.03,0,0.03,0,0,0.01,0,0
34,555,0.06,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.13,0.01,0.02,0,0,0,0,0,0.03,0,0,0,0.02,0,0.55,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0.03,0,0
3,556,0,0,0,0.45,0.05,0,0,0,0,0,0,0,0.33,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0
3,557,0,0.03,0,0.68,0.06,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0
12,558,0,0,0,0.05,0.05,0.01,0,0,0,0,0,0,0.28,0,0,0.01,0,0,0,0,0.1,0.05,0.05,0,0,0.01,0.08,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0.15,0,0,0,0,0
20,559,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0.27,0.03,0,0,0.04,0,0,0,0,0
4,560,0.11,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0
12,561,0,0,0,0.06,0.13,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.02,0.34,0.06,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
3,562,0,0,0,0.68,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,563,0,0,0,0.07,0.12,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0
34,564,0,0,0,0,0.01,0,0,0,0,0.12,0,0,0.18,0,0,0,0.01,0,0,0.02,0,0.13,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.3,0,0,0,0,0,0,0.02,0,0.11,0,0.03,0,0,0,0
3,565,0,0,0,0.39,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.23,0.02,0,0,0,0,0
42,566,0,0,0,0.02,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.02,0,0,0.19,0,0,0,0.02,0,0,0.02,0,0,0.01,0.11,0,0,0,0,0,0,0.04,0,0,0.31,0,0.13,0,0,0,0,0
41,567,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0
3,568,0,0.03,0,0.22,0.03,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.06,0,0,0,0,0,0.06,0,0.04,0,0,0,0,0,0,0,0.05,0.02,0.14,0,0,0,0,0
3,569,0,0,0,0.78,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,570,0,0,0,0.79,0,0,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,571,0,0,0,0.89,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,572,0,0.02,0,0.78,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0.01,0,0,0.15,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
21,574,0,0,0,0.19,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0.08,0,0,0,0,0,0
4,575,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,576,0,0,0,0.38,0.09,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0
