class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
18,259,0,0,0,0,0,0,0,0,0.24,0,0,0.07,0,0,0,0,0.11,0,0.57,0
0,260,0.8,0.02,0,0,0,0,0,0,0.03,0,0.12,0,0,0.01,0,0,0,0,0,0
0,261,0.57,0,0,0.02,0,0,0,0.01,0,0.09,0.27,0.02,0,0,0,0,0,0,0,0
2,262,0,0.14,0.67,0,0,0,0,0.02,0,0,0,0,0.03,0.08,0,0,0,0,0.05,0
10,263,0.08,0.23,0,0.03,0,0,0.01,0.01,0.05,0.16,0.33,0,0.02,0,0,0,0.01,0.05,0,0
18,264,0,0,0,0,0,0.02,0,0,0.09,0,0,0,0,0,0,0.01,0,0,0.88,0
1,265,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,266,0.26,0.17,0,0.08,0,0.05,0.02,0.01,0,0.02,0.05,0.27,0.05,0,0,0.02,0,0,0,0
0,267,0.54,0,0,0,0,0,0,0,0.14,0.1,0.21,0,0,0,0,0,0,0,0,0
8,268,0.14,0.04,0,0,0,0,0,0,0.65,0.06,0.01,0.09,0,0,0,0,0,0,0,0
7,269,0,0,0,0.06,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.01,0,0
10,270,0.2,0,0.01,0.03,0,0,0,0,0.06,0,0.27,0.08,0.22,0,0,0.1,0,0,0,0
18,271,0.03,0.03,0,0.07,0,0,0,0.03,0.15,0.02,0.1,0.08,0,0.03,0,0,0,0.01,0.46,0
0,272,0.58,0,0,0.02,0,0,0,0.01,0.06,0.01,0,0.31,0,0,0,0,0,0,0,0
0,273,0.71,0,0.06,0,0,0,0,0,0.15,0,0.05,0.02,0,0,0,0,0,0,0.01,0
8,274,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.3,0,0,0.21,0
0,275,0.63,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0
0,276,0.84,0.02,0,0.03,0,0,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0
5,277,0,0,0,0,0,0.93,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0
0,278,0.44,0,0,0,0,0.02,0,0,0,0.41,0,0,0.12,0,0,0,0,0,0,0
0,279,0.92,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0
0,280,0.73,0,0,0,0,0,0,0,0.03,0.14,0.1,0,0,0,0,0,0,0,0,0
0,281,0.41,0,0.24,0,0,0,0,0.02,0,0,0.3,0.02,0,0,0,0,0,0,0,0
17,282,0.31,0.03,0,0,0,0,0,0,0,0.21,0.06,0,0,0,0,0.01,0,0.35,0,0
9,283,0.02,0.04,0,0.06,0,0,0,0.04,0.04,0.56,0.15,0.08,0,0,0,0,0,0,0,0
0,284,0.35,0.14,0.01,0.11,0,0,0,0.06,0,0.08,0.13,0.04,0,0.01,0,0,0,0.03,0,0
9,285,0.4,0,0,0.08,0,0,0,0,0.01,0.49,0,0,0,0,0,0,0,0,0,0
0,286,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,287,0.59,0,0.04,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.02,0
6,288,0.02,0.1,0.01,0,0,0,0.68,0,0,0.03,0,0.09,0.05,0,0,0,0,0,0,0
18,289,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0
18,290,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.95,0
0,291,0.55,0,0.07,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0
13,292,0,0.06,0,0,0,0,0,0.25,0,0,0,0,0,0.66,0,0,0,0,0,0
1,293,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,294,0.12,0,0,0,0,0,0,0,0,0,0.65,0,0,0.22,0,0,0,0,0,0
8,295,0.16,0,0.04,0,0,0,0,0,0.59,0,0,0.14,0.04,0,0,0,0,0.02,0,0
8,296,0,0,0,0.01,0,0,0,0.02,0.32,0.11,0.15,0.08,0,0,0,0,0,0.01,0.27,0
12,297,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.02,0,0
15,298,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
10,299,0.28,0,0,0,0.02,0,0,0,0.19,0.12,0.37,0,0,0,0,0,0,0,0,0
7,300,0,0,0,0,0,0.02,0,0.9,0,0,0,0,0,0,0,0,0,0.08,0,0
11,301,0,0,0,0,0,0,0.06,0,0,0,0,0.94,0,0,0,0,0,0,0,0
2,302,0.06,0,0.91,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
18,303,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0
0,304,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,305,0.06,0.01,0,0.61,0,0,0.02,0.05,0,0.04,0.12,0.01,0.01,0.04,0,0.01,0,0,0,0
9,306,0,0.01,0,0.06,0,0,0,0.11,0.05,0.39,0.3,0.03,0,0,0,0,0,0.02,0,0
0,307,0.81,0,0.13,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0
2,308,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.03,0
2,309,0.03,0,0.7,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.22,0
9,310,0.13,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0
10,311,0.27,0,0,0.09,0,0,0,0,0,0,0.53,0.06,0,0.02,0,0,0,0,0,0
17,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.39,0
0,313,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,314,0.37,0,0,0,0,0,0,0,0,0.04,0.51,0,0,0.07,0,0,0,0,0,0
0,315,0.64,0,0.04,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0
2,316,0.03,0.01,0.9,0.02,0,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0
0,317,0.78,0,0,0.02,0,0.01,0,0.02,0,0.03,0.1,0.03,0,0,0,0,0,0,0,0
12,318,0,0.35,0,0,0,0,0,0,0,0,0,0,0.5,0,0.09,0,0,0,0,0
0,319,0.9,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.01,0
2,320,0.26,0.04,0.48,0,0,0,0,0,0.03,0,0.15,0.02,0,0,0,0,0,0.01,0,0
2,321,0,0.16,0.52,0,0,0,0,0,0.21,0,0,0,0.07,0,0,0,0,0,0.04,0
9,322,0.21,0,0,0.1,0,0,0,0.17,0.03,0.48,0,0,0,0,0,0,0,0,0,0
9,323,0.11,0,0,0.01,0,0,0,0.01,0.11,0.55,0.2,0,0,0,0,0,0,0,0,0
11,324,0.28,0,0.27,0,0,0,0,0,0,0,0.04,0.37,0,0,0,0,0,0,0.01,0
0,325,0.7,0,0.06,0,0,0,0,0,0,0,0.07,0.17,0,0,0,0,0,0,0,0
0,326,0.9,0,0,0,0,0,0,0,0.06,0,0.03,0,0,0,0,0,0,0,0,0
3,327,0,0,0,0.51,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
19,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
12,329,0.24,0,0,0.05,0,0,0,0,0.03,0.17,0.02,0,0.38,0,0,0,0,0.09,0,0
0,330,0.82,0,0,0.04,0,0,0,0,0,0.06,0.04,0.02,0,0,0,0,0,0,0,0
0,331,0.46,0.01,0.04,0.02,0,0,0,0,0.02,0,0.39,0.03,0,0,0,0,0,0,0,0
3,332,0,0,0,0.78,0,0,0,0.1,0,0.07,0,0.04,0,0,0,0,0,0,0,0
2,333,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0.41,0,0,0.05,0,0,0,0,0.06,0.27,0.2,0,0,0,0,0,0,0,0,0
0,335,0.9,0,0.07,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0
0,336,0.98,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
0,337,0.71,0,0,0,0,0,0,0,0.1,0.02,0.04,0.04,0.04,0,0,0,0,0.03,0,0
8,338,0,0.01,0,0,0,0,0,0,0.9,0,0,0,0,0.09,0,0,0,0,0,0
15,339,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02
13,340,0.25,0,0,0,0,0,0,0,0,0,0,0.01,0,0.72,0,0,0,0,0,0
18,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,342,0.46,0,0.23,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0
0,343,0.93,0,0,0,0,0,0,0,0.02,0.02,0.03,0,0,0,0,0,0,0,0,0
0,344,0.46,0,0,0,0,0.2,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0
0,345,0.42,0,0,0.05,0,0.01,0,0.01,0,0.29,0,0,0.18,0,0,0,0,0.02,0,0
2,346,0,0,0.78,0,0,0.05,0.03,0.07,0,0,0,0,0,0,0,0,0,0.05,0.03,0
0,347,0.8,0.01,0.03,0.09,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0
0,348,0.68,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0
0,349,0.42,0,0,0.03,0,0,0,0,0.1,0.23,0.17,0.01,0.02,0,0,0,0,0,0,0
15,350,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,351,0.64,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0
10,352,0.23,0,0.02,0.09,0,0,0,0.04,0,0,0.6,0,0,0,0,0,0,0,0.01,0
10,353,0.19,0,0,0,0,0,0,0,0,0,0.78,0.01,0,0.01,0,0,0,0,0,0
9,354,0.21,0.03,0,0,0.02,0,0,0,0.18,0.3,0.05,0,0.14,0.01,0,0.05,0,0,0,0
7,355,0,0,0,0.07,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
11,356,0,0,0.18,0,0,0,0,0,0.1,0,0,0.71,0,0,0,0,0,0,0,0
0,357,0.81,0.03,0,0.04,0,0,0,0,0,0.09,0,0,0.02,0,0,0,0,0,0,0
0,358,0.8,0,0,0.02,0,0,0,0,0.12,0,0,0.06,0,0,0,0,0,0,0,0
13,359,0.14,0,0,0.04,0,0,0,0,0.04,0.23,0.15,0,0,0.38,0,0,0,0,0,0
0,360,0.9,0,0,0.01,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0,0,0
18,361,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0
0,362,0.87,0,0,0,0,0,0,0,0,0.03,0.09,0,0,0,0,0,0,0,0,0
0,363,0.33,0,0,0.02,0,0,0.01,0.03,0.12,0.28,0.19,0,0,0,0,0,0,0,0,0
0,364,0.79,0,0,0,0,0,0,0,0.01,0,0.2,0,0,0,0,0,0,0,0,0
15,365,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,366,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0
18,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.95,0
3,368,0.24,0.05,0,0.41,0,0,0.02,0,0,0.12,0.15,0,0,0,0,0,0,0,0,0
10,369,0.27,0,0,0.03,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0
19,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7,371,0,0,0,0,0,0,0,0.66,0.15,0.04,0,0,0.03,0.06,0,0,0.01,0.01,0,0
0,372,0.51,0,0,0.04,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0
2,373,0.09,0.11,0.29,0,0,0.09,0,0.08,0,0,0.16,0.16,0,0,0,0,0,0,0,0
11,374,0.3,0,0,0,0,0,0,0,0,0,0.06,0.63,0,0,0,0,0,0,0,0
16,375,0,0,0,0,0.01,0.02,0.12,0.09,0,0,0,0,0,0.01,0,0,0.66,0,0.09,0
0,376,0.5,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.08,0,0
1,377,0,0.73,0,0,0.01,0,0.17,0.05,0,0,0,0,0.01,0,0,0,0,0.02,0,0
11,378,0.2,0,0,0,0,0,0,0,0,0,0.05,0.37,0,0.36,0,0,0,0,0,0
3,379,0,0,0,0.81,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
11,380,0.1,0,0,0.08,0,0,0,0,0.11,0.23,0.2,0.27,0,0,0,0,0,0,0,0
17,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
10,382,0.28,0.02,0,0.11,0,0,0,0.06,0,0.07,0.42,0,0,0,0,0,0,0,0,0
2,383,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,384,0,0,0,0.03,0,0,0,0,0,0.08,0,0,0,0.13,0,0,0,0,0.75,0
3,385,0,0.03,0,0.72,0,0,0.01,0.15,0,0.02,0.04,0.03,0,0,0,0,0,0.01,0,0
0,386,0.94,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
2,387,0.37,0,0.58,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
13,388,0.18,0,0,0.03,0,0,0,0.04,0,0.27,0,0,0.01,0.44,0,0,0,0,0,0
9,389,0.05,0,0,0.08,0,0,0,0,0.05,0.74,0,0,0.06,0,0,0.03,0,0,0,0
6,390,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,391,0.1,0.03,0,0,0,0,0.02,0.05,0.02,0.05,0.54,0.06,0,0.12,0,0,0,0,0,0
1,392,0,0.25,0.03,0,0.04,0,0.02,0.06,0.12,0.02,0.06,0.22,0.02,0.06,0,0.01,0.08,0,0,0
3,393,0,0,0.12,0.37,0,0,0,0.1,0,0.03,0.11,0.02,0,0.23,0,0,0,0,0,0
0,394,0.74,0,0.06,0,0,0,0,0,0.1,0,0.06,0.04,0,0,0,0,0,0,0,0
15,395,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,396,0.69,0.03,0,0.07,0,0,0.02,0.01,0,0,0.13,0.03,0,0,0,0,0,0,0,0
0,397,0.49,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,398,0.94,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0
18,399,0.04,0,0.01,0,0,0,0,0,0,0.05,0.22,0,0,0,0,0,0,0.02,0.65,0
2,400,0,0.02,0.89,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0.01
0,401,0.66,0.01,0.03,0.02,0,0,0,0,0.13,0.01,0.13,0,0,0,0,0,0,0,0,0
7,402,0.03,0.26,0.11,0,0,0.02,0.04,0.34,0,0,0.03,0,0.16,0,0,0,0,0,0,0
10,403,0,0,0.06,0.03,0,0,0,0.25,0,0,0.53,0,0,0.11,0,0,0,0,0.02,0
9,404,0.17,0,0,0,0,0,0,0,0.06,0.72,0.04,0,0,0,0,0,0,0,0,0
0,405,0.77,0.04,0.02,0.01,0,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0
15,406,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,407,0.76,0,0,0,0,0,0,0,0,0,0.03,0.13,0.08,0,0,0,0,0,0,0
18,408,0.11,0.04,0,0.04,0,0,0,0,0.24,0,0,0,0.01,0,0,0,0,0,0.53,0
10,409,0.43,0,0,0,0,0,0,0,0,0,0.46,0.11,0,0,0,0,0,0,0,0
9,410,0.31,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0
9,411,0,0.36,0,0,0,0,0,0,0,0.61,0,0,0,0.01,0,0,0,0,0,0
0,412,0.61,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0
18,413,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.97,0
0,414,0.77,0,0,0,0,0,0,0,0.1,0.03,0.09,0,0,0,0,0,0,0,0,0
10,415,0.1,0,0,0.05,0,0,0,0,0.13,0,0.67,0.03,0,0,0,0,0,0,0,0
3,416,0.22,0,0.26,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
9,417,0,0,0.19,0,0,0,0,0.02,0,0.44,0,0,0,0.03,0,0,0,0,0.29,0
10,418,0.26,0.06,0,0.03,0,0,0,0,0,0,0.63,0.02,0,0,0,0,0,0,0,0
11,419,0.06,0,0.21,0,0,0.04,0,0,0.04,0.01,0.02,0.6,0,0,0,0,0,0,0,0
10,420,0.43,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0
0,421,0.62,0,0.35,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
0,422,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,423,0,0.46,0,0,0,0,0.05,0.06,0,0,0.16,0.26,0,0,0,0,0,0,0,0
2,424,0,0,0.52,0,0,0,0,0,0.29,0,0,0.14,0,0,0,0.04,0,0,0,0
0,425,0.79,0,0.03,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.03,0
18,426,0,0.09,0.09,0,0,0,0,0.05,0.29,0,0,0,0.06,0.04,0,0,0,0,0.38,0
9,427,0.14,0,0,0,0,0,0,0,0,0.76,0.09,0,0,0,0,0,0,0,0,0
9,428,0,0,0.01,0,0,0,0,0,0,0.97,0.01,0,0,0,0,0,0,0,0,0
18,429,0.2,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.74,0
0,430,0.37,0,0,0,0,0,0,0,0.08,0.28,0.24,0,0,0,0,0,0,0,0,0
0,431,0.77,0,0,0,0,0,0,0,0.14,0,0.08,0,0,0,0,0,0,0,0,0
9,432,0,0,0,0,0,0,0,0.3,0,0.62,0,0,0,0.05,0,0,0.02,0,0.01,0
0,433,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,434,0.55,0.01,0.02,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0.34,0
18,435,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.07,0.9,0
18,436,0,0,0,0,0,0,0,0.02,0.21,0.25,0,0,0,0.16,0,0,0.02,0.02,0.3,0
9,437,0.11,0,0,0,0,0,0,0,0.04,0.78,0,0,0.06,0,0,0,0,0,0,0
11,438,0,0.26,0,0.16,0,0,0.01,0.06,0,0.03,0.16,0.28,0.02,0,0,0,0,0,0,0
15,439,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02
18,440,0,0,0,0,0,0,0,0.17,0.12,0,0,0,0,0,0,0,0,0,0.7,0
6,441,0.03,0.2,0,0.1,0,0,0.36,0.13,0,0,0,0.08,0.02,0.01,0,0,0,0,0.04,0
2,442,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.15,0
7,443,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
7,444,0,0,0.2,0,0,0.06,0,0.61,0,0,0,0.06,0,0,0,0,0,0,0.06,0
1,445,0.08,0.25,0,0,0,0,0,0.02,0,0.19,0.2,0,0,0,0,0,0,0.23,0,0
16,446,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.79,0,0,0
11,447,0.22,0,0.24,0.01,0,0,0,0,0,0.2,0,0.31,0,0,0,0,0,0,0,0
7,448,0.03,0.09,0,0.09,0,0,0.02,0.25,0.13,0.08,0.13,0.09,0.04,0.01,0,0.01,0,0,0,0
2,449,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.06,0.03,0,0,0.05,0.29,0
10,450,0.04,0.07,0,0.02,0,0,0,0.05,0.08,0.04,0.6,0.08,0,0,0,0,0,0,0,0
0,451,0.57,0,0,0,0,0,0,0,0.1,0,0.32,0,0,0,0,0,0,0,0,0
0,452,0.67,0,0.13,0.08,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0
8,453,0.28,0,0.04,0,0,0,0,0,0.44,0,0,0.15,0,0,0,0,0,0.01,0.07,0
15,454,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,455,0.64,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0
0,456,0.78,0,0,0.01,0,0,0,0.02,0.06,0.09,0.04,0,0,0,0,0,0,0,0,0
10,457,0.22,0,0,0,0,0,0,0,0.09,0.03,0.65,0,0,0,0,0,0,0,0,0
10,458,0.14,0,0,0,0,0,0,0,0,0.1,0.53,0,0,0.21,0,0,0,0,0,0
7,459,0,0,0,0.27,0,0.02,0,0.6,0,0,0,0.09,0,0,0,0,0,0,0,0
0,460,0.41,0,0.06,0,0,0,0,0,0.15,0.09,0.2,0.06,0,0.01,0,0,0,0,0,0
8,461,0.09,0,0.23,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.18,0
0,462,0.77,0.07,0,0,0,0,0,0,0.06,0,0.05,0.03,0,0,0,0,0,0,0,0
8,463,0.1,0,0.24,0,0,0,0,0,0.37,0.02,0.22,0,0,0.02,0,0,0,0.02,0,0
0,464,0.5,0,0.01,0,0,0,0,0.01,0.05,0.12,0,0.25,0,0.04,0,0,0,0,0,0
0,465,0.87,0.01,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
0,466,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,467,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,468,0.61,0,0,0,0,0,0,0,0,0.36,0.02,0,0,0,0,0,0,0,0,0
0,469,0.57,0,0,0,0,0,0,0,0,0.42,0.01,0,0,0,0,0,0,0,0,0
0,470,0.47,0,0.07,0,0.03,0,0,0,0.36,0,0,0.06,0,0,0,0,0,0,0,0
11,471,0.17,0.02,0,0.06,0,0.01,0,0.02,0.02,0.06,0.13,0.35,0.08,0.04,0,0.03,0,0,0,0
0,472,0.57,0.03,0.27,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
1,473,0,0.39,0,0,0.01,0,0.21,0.14,0.01,0.09,0,0.03,0.03,0,0,0.01,0.04,0,0,0
10,474,0.12,0.03,0,0.04,0,0,0,0.2,0.17,0.11,0.28,0.03,0,0,0,0,0,0,0,0
0,475,0.71,0,0.18,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0
18,476,0.25,0,0,0,0,0,0,0,0.2,0,0,0.09,0,0,0,0,0,0.14,0.33,0
10,477,0.29,0,0,0.02,0,0,0,0,0.2,0.13,0.3,0,0.03,0,0,0.02,0,0,0,0
17,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
16,479,0,0,0,0,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0.91,0,0,0
0,480,0.76,0,0,0.1,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0.01,0,0
0,481,0.57,0,0,0.02,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0
8,482,0.15,0,0.1,0,0,0,0,0,0.3,0,0.2,0.1,0.03,0.08,0,0,0,0.03,0,0
9,483,0.25,0,0,0.06,0,0,0,0,0,0.49,0.19,0,0,0,0,0,0,0,0,0
0,484,0.36,0,0.3,0,0,0,0,0,0,0.13,0,0,0.15,0,0,0,0,0.06,0,0
1,485,0,0.96,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
2,486,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0
0,487,0.56,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0
10,488,0.22,0,0,0.07,0,0,0,0.01,0,0.14,0.49,0.03,0,0.01,0,0,0,0.02,0,0
15,489,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
3,490,0.17,0,0,0.33,0,0.02,0,0.14,0,0.03,0,0.08,0.09,0.12,0,0,0,0,0,0
10,491,0.3,0,0.04,0,0,0,0,0,0.18,0,0.42,0.03,0,0,0,0,0,0.02,0,0
8,492,0.04,0,0,0,0,0,0,0,0.66,0,0,0.18,0,0,0,0,0,0.01,0.1,0
4,493,0,0.02,0,0,0.89,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0
2,494,0.15,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,495,0.15,0.02,0,0.02,0,0,0,0.08,0.03,0,0.68,0,0,0.01,0,0,0,0,0,0
18,496,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0.95,0
0,497,0.95,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
2,498,0,0,0.81,0,0,0,0.02,0,0,0,0,0,0,0.08,0,0,0,0,0,0.08
0,499,0.74,0,0,0,0,0,0,0,0.11,0.09,0.04,0,0,0,0,0,0,0,0,0
10,500,0.41,0,0.02,0,0,0,0,0,0.02,0,0.5,0.04,0,0,0,0,0,0,0,0
0,501,0.92,0,0,0.02,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0
8,502,0.11,0,0.02,0,0,0,0,0,0.61,0.06,0,0.1,0.05,0,0,0,0,0.02,0.03,0
0,503,0.93,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0
18,504,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.95,0
0,505,0.39,0,0,0,0,0,0,0,0,0.36,0,0,0.23,0,0,0,0,0,0,0
18,506,0.18,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.13,0.37,0
15,507,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
9,508,0.08,0,0,0,0,0,0,0,0,0.71,0.04,0,0.01,0.13,0,0,0,0,0,0
0,509,0.24,0,0.14,0.11,0,0.08,0,0.24,0,0,0,0.18,0,0,0,0,0,0,0,0
15,510,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,511,0.89,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0,0,0,0,0,0
7,512,0,0.08,0,0,0,0,0,0.46,0,0.04,0,0,0,0.13,0,0,0.04,0.2,0,0
9,513,0.06,0,0,0,0,0,0,0,0,0.93,0,0,0.02,0,0,0,0,0,0,0
