class,id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1,2797,0.13,0.24,0,0,0.13,0,0.24,0.17,0.09,0
0,2798,0.49,0.02,0,0.11,0.03,0,0.08,0.2,0.07,0
0,2799,0.77,0.12,0.02,0.02,0,0,0,0.07,0,0
0,2800,0.71,0.03,0,0,0,0,0.05,0.17,0.02,0
7,2801,0.33,0,0,0,0,0,0,0.64,0.03,0
1,2802,0,0.63,0,0.27,0,0,0,0.09,0.01,0
7,2803,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
1,2804,0.44,0.49,0,0,0,0,0,0,0,0
7,2805,0,0,0.02,0,0,0,0,0.97,0,0
7,2806,0.44,0,0,0,0,0,0,0.54,0,0
7,2807,0.28,0,0,0,0,0,0,0.71,0,0
4,2808,0,0,0,0,0.96,0,0.04,0,0,0
7,2809,0,0,0,0,0,0,0,1,0,0
0,2810,0.8,0.09,0,0,0,0,0,0.1,0,0
7,2811,0,0.09,0,0.02,0.01,0,0.17,0.7,0.01,0
7,2812,0.16,0,0,0.17,0.05,0,0,0.61,0,0
4,2813,0,0,0,0.11,0.36,0,0.19,0.3,0,0
0,2814,0.44,0.02,0,0.04,0.02,0,0.04,0.41,0.02,0
1,2815,0.02,0.56,0.02,0,0.05,0,0.06,0.27,0.02,0
7,2816,0.09,0.03,0,0,0,0,0,0.88,0,0
6,2817,0,0,0,0,0.17,0,0.83,0,0,0
7,2818,0,0,0,0,0,0,0,0.99,0,0
1,2819,0.11,0.77,0,0.07,0.03,0,0,0,0,0
7,2820,0,0,0,0,0,0,0,1,0,0
8,2821,0,0.02,0,0.02,0.02,0,0,0.04,0.89,0
0,2822,0.82,0.09,0,0,0,0.01,0,0.07,0,0
7,2823,0.03,0.08,0,0,0,0,0.02,0.85,0.01,0
7,2824,0,0.02,0,0,0.01,0,0.05,0.89,0.02,0
1,2825,0,0.97,0,0,0,0,0,0,0,0
0,2826,1,0,0,0,0,0,0,0,0,0
8,2827,0,0.03,0.02,0.22,0,0,0.06,0.06,0.61,0
7,2828,0,0.24,0.1,0,0,0,0.01,0.64,0,0
3,2829,0.14,0.11,0,0.32,0.06,0,0.14,0.07,0.15,0
7,2830,0.25,0,0,0,0,0,0,0.73,0,0
3,2831,0,0.18,0,0.58,0.14,0,0,0,0.09,0
6,2832,0,0.07,0,0.23,0.07,0,0.51,0.03,0.09,0
5,2833,0,0,0,0,0,1,0,0,0,0
0,2834,0.32,0.14,0.04,0,0,0,0.23,0.03,0.24,0
6,2835,0,0,0,0,0,0,0.65,0,0.34,0
7,2836,0.39,0.03,0.01,0.01,0,0,0.09,0.45,0,0
6,2837,0,0.3,0,0,0,0,0.45,0.19,0.06,0
8,2838,0,0.25,0,0.04,0,0,0.04,0.31,0.35,0
1,2839,0,0.86,0,0,0,0,0.01,0.11,0,0
7,2840,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,2841,0,0,0,0,0,0,0,1,0,0
4,2842,0,0.02,0,0.41,0.55,0,0,0,0.02,0
0,2843,0.41,0.05,0,0.23,0,0,0.23,0,0.06,0
7,2844,0,0.25,0,0,0,0,0.2,0.33,0.21,0
8,2845,0,0.04,0,0.12,0.01,0,0.03,0.02,0.77,0
1,2846,0,0.62,0,0,0,0,0,0.38,0,0
0,2847,0.65,0.14,0,0,0,0,0,0.05,0.15,0
3,2848,0,0,0,1,0,0,0,0,0,0
8,2849,0,0.27,0,0.03,0.01,0,0.11,0,0.57,0
1,2850,0,0.57,0,0,0.01,0,0.2,0.13,0.07,0
0,2851,0.47,0.35,0,0,0,0,0.04,0.06,0.08,0
7,2852,0.04,0.02,0,0,0,0,0.02,0.9,0.02,0
7,2853,0,0.02,0,0,0,0,0.21,0.76,0,0
3,2854,0.03,0.23,0,0.28,0.03,0,0.19,0.15,0.08,0
7,2855,0,0,0,0,0,0,0.13,0.82,0.03,0
7,2856,0.23,0.02,0,0,0.05,0,0,0.69,0,0
0,2857,0.94,0,0,0,0,0,0,0,0,0
1,2858,0,0.59,0.03,0.15,0.08,0.03,0,0,0,0.11
3,2859,0,0.04,0,0.44,0.06,0,0.14,0.04,0.27,0
7,2860,0.13,0.2,0,0,0,0,0.03,0.63,0,0
7,2861,0,0.02,0,0,0,0,0.21,0.77,0,0
7,2862,0,0.13,0,0,0,0,0.08,0.78,0,0
8,2863,0,0.08,0,0,0,0,0,0.31,0.61,0
8,2864,0,0.01,0,0.38,0.14,0,0.03,0,0.43,0
7,2865,0,0.17,0,0.02,0.01,0,0,0.77,0.02,0
7,2866,0.13,0.06,0,0,0,0,0.31,0.49,0,0
7,2867,0.38,0.09,0,0.02,0.01,0,0,0.46,0.05,0
7,2868,0,0.09,0,0,0,0,0,0.91,0,0
1,2869,0.01,0.64,0,0.06,0.09,0,0.07,0,0.11,0
6,2870,0.01,0.08,0,0,0.07,0,0.47,0.14,0.22,0
7,2871,0.01,0.08,0,0,0,0,0,0.9,0,0
7,2872,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,2873,0,0,0,0,0,0,0,1,0,0
6,2874,0,0.25,0,0.03,0.02,0,0.4,0.3,0,0
0,2875,0.64,0,0,0,0,0.35,0,0,0,0
7,2876,0,0.02,0,0,0,0,0.07,0.9,0.01,0
5,2877,0,0,0,0,0,1,0,0,0,0
0,2878,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0,2879,0.5,0.1,0,0,0,0,0,0.4,0,0
8,2880,0,0.14,0,0.09,0,0,0,0.09,0.67,0
8,2881,0.02,0.03,0.02,0.07,0.03,0,0.12,0,0.71,0
7,2882,0,0,0,0,0,0,0.1,0.83,0.05,0
7,2883,0,0.06,0,0,0,0,0.04,0.88,0.02,0
8,2884,0.08,0,0,0,0.44,0,0,0,0.48,0
0,2885,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
7,2886,0.05,0.02,0,0.02,0,0,0.15,0.76,0,0
7,2887,0.11,0.04,0,0,0,0,0.15,0.7,0,0
7,2888,0,0.16,0,0,0,0,0,0.84,0,0
4,2889,0.29,0.29,0,0,0.37,0,0,0.03,0,0
6,2890,0,0.12,0,0.03,0,0,0.44,0.39,0.01,0
7,2891,0.04,0.02,0,0,0,0,0,0.93,0,0
4,2892,0.02,0.04,0,0.01,0.87,0,0.02,0.03,0,0
0,2893,0.49,0,0,0,0.06,0.01,0.29,0.12,0.03,0
7,2894,0,0.12,0,0.02,0,0,0.13,0.64,0.08,0
0,2895,0.62,0.28,0.01,0.04,0,0,0,0,0.05,0
7,2896,0.25,0.14,0,0.02,0,0,0.02,0.57,0,0
7,2897,0,0.05,0,0,0.01,0,0.01,0.93,0,0
7,2898,0,0,0,0,0,0,0.06,0.93,0,0
7,2899,0.29,0,0,0,0.02,0,0.14,0.54,0,0
6,2900,0,0.21,0.06,0.07,0,0,0.51,0.05,0,0.1
8,2901,0,0.23,0,0.03,0.01,0,0.05,0.09,0.58,0
0,2902,0.79,0.03,0,0,0,0,0.02,0.14,0,0
1,2903,0.29,0.7,0,0,0,0,0,0,0,0
6,2904,0,0.11,0,0,0,0,0.78,0.08,0.03,0
0,2905,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
5,2906,0,0,0,0,0,1,0,0,0,0
8,2907,0,0.13,0,0.16,0.29,0,0.07,0.02,0.32,0
0,2908,0.49,0,0,0.05,0,0,0.13,0.3,0,0
7,2909,0.03,0.13,0,0,0,0,0.03,0.59,0.2,0
4,2910,0,0,0,0,0.99,0,0,0,0,0
7,2911,0,0.01,0,0,0,0,0,0.99,0,0
7,2912,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,2913,0.06,0.04,0,0,0,0.03,0.14,0.73,0,0
7,2914,0.13,0.15,0,0,0,0,0,0.71,0,0
7,2915,0.01,0.05,0,0,0,0,0.08,0.85,0,0
7,2916,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
0,2917,1,0,0,0,0,0,0,0,0,0
7,2918,0,0,0,0,0,0,0,0.99,0,0
6,2919,0,0.14,0,0,0.08,0,0.41,0.24,0.11,0
0,2920,0.95,0,0,0,0,0,0,0,0,0
8,2921,0.09,0.2,0,0.22,0.03,0,0.01,0.13,0.32,0
6,2922,0.17,0.05,0,0,0,0,0.42,0.32,0.04,0
7,2923,0.25,0.13,0,0,0,0,0.27,0.33,0,0
8,2924,0.03,0.16,0.03,0.02,0,0,0,0.14,0.63,0
7,2925,0.4,0,0,0,0,0,0,0.58,0,0
7,2926,0.01,0.12,0,0,0,0,0.06,0.8,0,0
7,2927,0.03,0.03,0.03,0.03,0.03,0.03,0.23,0.57,0.03,0.03
7,2928,0.05,0.05,0,0.07,0.02,0,0.03,0.71,0.08,0
6,2929,0,0,0.06,0,0,0,0.77,0.16,0,0
0,2930,0.45,0.18,0,0.03,0,0,0.25,0.05,0.03,0.02
8,2931,0.28,0,0.24,0.11,0,0,0.03,0,0.33,0
7,2932,0.3,0,0,0.06,0,0.01,0.12,0.49,0,0
7,2933,0,0,0,0,0,0,0,0.86,0.11,0
7,2934,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
7,2935,0,0.02,0,0,0,0,0.02,0.84,0.1,0
7,2936,0,0.06,0,0,0,0,0.24,0.67,0.02,0
7,2937,0,0.03,0,0.02,0,0,0.02,0.91,0.01,0
7,2938,0.02,0,0,0,0,0,0,0.94,0.03,0
7,2939,0,0.27,0,0,0,0,0.04,0.69,0,0
7,2940,0,0.07,0,0.03,0,0,0.15,0.64,0.09,0
1,2941,0.04,0.47,0,0,0,0,0.06,0.3,0.1,0
7,2942,0.23,0.11,0,0,0,0,0,0.65,0.01,0
0,2943,0.51,0,0,0,0.02,0,0.07,0.38,0.01,0
7,2944,0.04,0.2,0,0.16,0.04,0,0.11,0.41,0.03,0
7,2945,0,0.22,0,0.06,0.04,0,0,0.5,0.16,0
0,2946,0.99,0,0,0,0,0,0,0,0,0
7,2947,0.25,0.01,0.01,0,0,0,0,0.72,0,0
7,2948,0,0,0,0,0,0,0.04,0.94,0,0
8,2949,0.09,0.1,0,0,0,0,0.11,0,0.69,0
0,2950,0.34,0,0,0.17,0,0,0.15,0,0.34,0
6,2951,0.24,0,0,0.02,0.03,0,0.63,0.08,0,0
7,2952,0.15,0.17,0,0,0,0,0,0.59,0.08,0
4,2953,0,0.03,0.02,0.02,0.61,0,0.13,0.13,0.06,0
7,2954,0,0,0,0,0,0,0,0.95,0,0
7,2955,0,0,0,0,0,0,0.01,0.98,0,0
6,2956,0.02,0,0,0.02,0.09,0,0.71,0.03,0,0.13
7,2957,0,0.1,0.01,0.01,0,0,0.03,0.77,0.07,0
7,2958,0,0.19,0,0,0,0,0.01,0.78,0,0
7,2959,0.09,0.12,0,0.02,0.01,0,0,0.75,0,0
7,2960,0.02,0,0,0,0,0,0,0.9,0.07,0
8,2961,0,0,0,0.32,0,0,0.3,0.02,0.35,0
7,2962,0.21,0.02,0,0,0,0,0.01,0.76,0,0
7,2963,0,0.21,0,0.06,0.03,0,0,0.51,0.18,0
7,2964,0,0.08,0,0,0,0,0,0.92,0,0
8,2965,0,0.03,0,0.31,0.03,0,0.05,0.13,0.44,0
7,2966,0,0,0,0,0,0,0,0.99,0,0
1,2967,0.03,0.3,0.01,0.08,0.04,0,0.02,0.3,0.21,0
0,2968,0.73,0.02,0,0,0,0,0.03,0.19,0.02,0
8,2969,0.02,0.05,0.06,0.08,0,0,0,0,0.78,0
6,2970,0.11,0.06,0,0,0,0,0.49,0.3,0.01,0.01
1,2971,0,0.6,0,0.01,0.04,0,0.03,0.31,0.01,0
3,2972,0,0.14,0,0.74,0,0,0.01,0.07,0.01,0
4,2973,0.06,0.04,0,0.03,0.73,0,0.06,0.03,0.04,0
7,2974,0.06,0.11,0,0,0.15,0,0.09,0.59,0,0
6,2975,0.03,0,0,0,0,0,0.97,0,0,0
7,2976,0.45,0.02,0,0,0,0,0.02,0.51,0,0
7,2977,0,0.06,0,0,0,0,0.1,0.68,0.13,0
0,2978,0.41,0.02,0,0,0,0,0.32,0.24,0,0
1,2979,0,0.26,0,0.25,0.05,0,0.02,0.2,0.22,0
7,2980,0,0.04,0,0,0,0,0.06,0.86,0.02,0
8,2981,0.13,0,0.12,0.19,0,0,0.02,0,0.52,0
1,2982,0,0.51,0,0.39,0,0,0,0,0.08,0
8,2983,0.03,0.01,0.01,0,0,0,0,0,0.94,0
7,2984,0,0,0,0,0,0,0,0.99,0,0
7,2985,0.28,0.03,0,0,0,0,0,0.65,0.03,0
0,2986,0.68,0.22,0,0,0,0,0,0,0,0.07
7,2987,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,2988,0,0.19,0,0,0,0,0.07,0.69,0.04,0
6,2989,0.08,0,0,0.27,0,0,0.61,0,0.02,0
0,2990,0.53,0,0.04,0.08,0.03,0,0.28,0,0.04,0
7,2991,0,0.37,0,0,0,0,0.09,0.52,0,0
1,2992,0.01,0.49,0,0.3,0.11,0,0.03,0.06,0.01,0
7,2993,0,0.23,0,0,0,0,0.05,0.43,0.28,0
3,2994,0,0.08,0,0.52,0.03,0,0.22,0.08,0.07,0
8,2995,0,0,0,0,0,0,0,0,0.99,0
0,2996,0.45,0,0,0.11,0.04,0,0.23,0.15,0,0.01
7,2997,0,0.02,0,0,0,0,0,0.96,0.02,0
7,2998,0,0.01,0,0,0,0,0.02,0.95,0,0
3,2999,0,0.08,0,0.45,0.06,0,0.1,0.07,0.24,0
7,3000,0,0.08,0,0.01,0,0,0,0.88,0.01,0
0,3001,0.75,0.11,0,0,0,0,0,0.12,0,0
0,3002,0.33,0.15,0,0,0,0,0.3,0.17,0.04,0
6,3003,0,0,0.17,0,0,0,0.55,0.22,0,0
7,3004,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
0,3005,0.53,0,0,0,0.05,0,0.16,0.25,0,0
7,3006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
3,3007,0.01,0.07,0,0.3,0.27,0,0.27,0.06,0.01,0
0,3008,0.61,0.06,0,0.01,0,0,0.05,0.24,0.02,0
7,3009,0,0.28,0,0,0,0,0,0.7,0,0
6,3010,0.02,0.12,0,0,0,0,0.53,0.29,0.04,0
4,3011,0.02,0,0,0,0.97,0,0,0,0,0
0,3012,0.46,0,0,0.03,0,0.01,0.39,0.1,0,0
7,3013,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
3,3014,0,0.08,0,0.5,0.05,0,0.03,0,0.34,0
1,3015,0,0.67,0,0,0.01,0,0.02,0.29,0,0
7,3016,0.02,0.19,0,0,0,0,0,0.78,0,0
2,3017,0.39,0,0.53,0.02,0,0,0.06,0,0,0
7,3018,0.11,0.14,0,0.04,0.02,0,0.06,0.63,0,0
6,3019,0,0,0,0.04,0.06,0,0.65,0.02,0.23,0
0,3020,0.74,0,0,0,0,0,0.02,0.24,0,0
0,3021,0.66,0,0,0.02,0,0,0,0.31,0,0
7,3022,0,0,0,0,0,0,0.09,0.88,0,0.02
8,3023,0.04,0.05,0.08,0.04,0.04,0,0.22,0.04,0.5,0
6,3024,0,0.14,0,0.09,0,0,0.58,0.07,0.06,0.06
8,3025,0,0.04,0,0.22,0,0,0.03,0,0.71,0
8,3026,0.06,0.08,0.01,0.03,0.03,0,0.01,0.06,0.72,0
7,3027,0,0.1,0,0,0.03,0,0,0.82,0.06,0
2,3028,0.03,0.14,0.54,0.06,0.01,0,0.08,0.13,0,0
3,3029,0,0.08,0,0.38,0.02,0,0,0.09,0.18,0.24
7,3030,0,0.01,0,0,0,0,0.01,0.95,0,0
1,3031,0.08,0.47,0,0.02,0.16,0,0.07,0.04,0.15,0
7,3032,0,0.02,0,0,0,0,0.05,0.83,0.1,0
2,3033,0.05,0,0.95,0,0,0,0,0,0,0
0,3034,0.84,0,0,0,0,0,0.02,0.14,0,0
1,3035,0,0.4,0,0.03,0,0,0.23,0.31,0.02,0
0,3036,0.96,0,0,0.01,0,0,0.03,0,0,0
7,3037,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3038,0.01,0.03,0.27,0.07,0,0,0.01,0.4,0.21,0
0,3039,0.56,0.27,0,0,0.02,0,0,0.06,0.08,0
3,3040,0,0.21,0,0.26,0.05,0,0.18,0.2,0.08,0
7,3041,0,0,0,0,0,0,0.03,0.95,0.01,0
4,3042,0.15,0.05,0,0,0.63,0,0.17,0,0,0
7,3043,0,0.16,0,0.02,0.03,0,0.06,0.71,0.01,0
0,3044,0.39,0.15,0.05,0,0,0,0.14,0.01,0.25,0
7,3045,0,0.18,0,0.12,0.23,0,0.04,0.34,0.07,0
3,3046,0.01,0,0,0.99,0,0,0,0,0,0
7,3047,0.03,0.18,0,0,0,0,0.13,0.62,0.04,0
7,3048,0,0,0,0,0,0,0,1,0,0
1,3049,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01
8,3050,0,0.02,0,0.25,0.18,0,0.13,0,0.41,0
4,3051,0,0,0,0,1,0,0,0,0,0
7,3052,0,0.03,0,0.01,0,0,0.04,0.9,0,0
7,3053,0.19,0.04,0,0.03,0.02,0,0.02,0.63,0.07,0
7,3054,0.08,0.09,0,0,0,0,0.04,0.78,0,0
0,3055,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
0,3056,0.5,0.19,0.02,0.03,0,0,0.14,0.01,0.1,0
7,3057,0,0.02,0,0,0,0,0,0.97,0,0
7,3058,0,0.25,0,0,0,0,0.28,0.42,0.03,0
7,3059,0,0.13,0,0.02,0,0,0.14,0.51,0.18,0
7,3060,0.15,0.24,0,0,0,0,0,0.55,0.06,0
7,3061,0,0.06,0,0,0,0,0.02,0.92,0,0
7,3062,0,0,0,0,0,0,0.04,0.95,0,0
7,3063,0,0.04,0,0,0.01,0,0,0.94,0,0
8,3064,0.07,0.29,0,0.07,0.08,0,0.07,0,0.4,0
3,3065,0.16,0.04,0.03,0.44,0,0,0.06,0.22,0.04,0
7,3066,0,0.13,0,0,0.07,0,0,0.75,0,0
7,3067,0.25,0.06,0.03,0,0,0,0.05,0.57,0.03,0
7,3068,0,0,0,0,0,0,0,0.99,0,0
7,3069,0,0.17,0,0.04,0.02,0,0.18,0.46,0.12,0
8,3070,0,0.07,0,0.03,0,0,0.02,0.4,0.47,0
6,3071,0.1,0.04,0.01,0.07,0.01,0,0.62,0,0.15,0
8,3072,0.01,0.07,0,0.05,0.02,0,0.16,0.04,0.64,0
8,3073,0.02,0.06,0,0.06,0,0,0.22,0.27,0.36,0
7,3074,0,0.03,0,0,0,0,0.05,0.87,0.03,0
2,3075,0.09,0.07,0.47,0.01,0.01,0,0.17,0.18,0,0
7,3076,0.26,0.16,0.01,0.04,0,0,0,0.39,0.13,0
0,3077,0.57,0.03,0,0.08,0.06,0,0.03,0.21,0.02,0
7,3078,0.03,0.14,0,0,0,0,0.1,0.38,0.34,0
7,3079,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03
7,3080,0,0.17,0,0.06,0,0,0.15,0.4,0.21,0
7,3081,0.12,0.07,0,0,0,0,0.13,0.67,0,0
0,3082,0.62,0.1,0,0,0,0,0.05,0.21,0.02,0
7,3083,0,0.24,0,0,0,0,0.22,0.46,0.07,0
6,3084,0.01,0.01,0.01,0.01,0.19,0.01,0.4,0.33,0.01,0.01
8,3085,0.07,0.23,0.02,0.02,0.09,0,0.05,0.09,0.44,0
1,3086,0.05,0.42,0.01,0.13,0.04,0,0.18,0.13,0.05,0
7,3087,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3088,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3089,0,0.12,0,0,0,0,0,0.88,0,0
1,3090,0,0.95,0,0,0,0,0,0,0.03,0
7,3091,0,0.21,0,0,0,0,0.34,0.42,0.03,0
6,3092,0.38,0,0,0.08,0.04,0,0.45,0,0.04,0
7,3093,0,0.02,0,0,0,0,0.2,0.72,0.05,0
8,3094,0,0.15,0,0.05,0.01,0,0,0.13,0.65,0
1,3095,0.18,0.56,0,0,0.04,0,0.02,0.19,0,0
7,3096,0.05,0.03,0,0,0,0,0.06,0.87,0,0
7,3097,0.06,0.02,0,0,0,0,0,0.91,0,0
7,3098,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3099,0,0.09,0,0.02,0,0,0.01,0.87,0,0
7,3100,0.04,0.17,0,0.13,0,0,0.28,0.29,0.08,0
7,3101,0.05,0.03,0,0,0,0,0.09,0.82,0,0
3,3102,0.02,0.02,0.02,0.53,0.02,0.02,0.34,0.02,0.02,0.02
7,3103,0,0,0,0,0,0,0,0.99,0,0
7,3104,0.04,0,0,0,0,0,0,0.96,0,0
3,3105,0,0.24,0,0.31,0.04,0,0.07,0.19,0.16,0
1,3106,0.07,0.62,0,0.01,0,0,0.01,0.28,0,0
7,3107,0.27,0.08,0,0,0.06,0,0,0.5,0.07,0.02
3,3108,0,0,0,0.47,0.2,0.01,0,0,0.31,0
7,3109,0,0.11,0,0.03,0.19,0,0.06,0.43,0.18,0
1,3110,0,0.7,0,0,0,0,0,0.28,0,0
1,3111,0,0.45,0,0,0.02,0,0.26,0.19,0.07,0
7,3112,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3113,0,0,0,0,0,0,0,0.98,0,0
7,3114,0.01,0.11,0,0,0,0,0.02,0.76,0.09,0
7,3115,0,0.07,0,0,0,0,0.06,0.85,0,0.02
7,3116,0,0,0,0,0,0,0,1,0,0
0,3117,0.49,0,0,0.02,0.01,0,0.14,0.31,0.02,0
7,3118,0.17,0.04,0,0,0,0,0,0.78,0,0
0,3119,0.65,0,0,0,0,0.35,0,0,0,0
8,3120,0.03,0.14,0.07,0.01,0,0,0,0.05,0.71,0
0,3121,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0,3122,0.79,0.09,0,0,0,0,0.01,0.08,0,0.02
1,3123,0.08,0.39,0.01,0.14,0,0,0.03,0.1,0.24,0
7,3124,0,0.01,0,0,0,0,0.03,0.95,0,0
8,3125,0,0.22,0,0.06,0.06,0,0,0.2,0.47,0
8,3126,0.04,0.16,0,0,0,0,0.02,0.22,0.55,0
1,3127,0,0.57,0,0,0,0,0.01,0.39,0.02,0
0,3128,0.47,0.26,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01
8,3129,0.01,0.22,0,0.11,0.09,0,0.14,0.05,0.37,0
7,3130,0,0.16,0,0,0,0,0,0.84,0,0
8,3131,0,0.09,0,0.08,0.03,0,0.02,0.04,0.75,0
7,3132,0.09,0.1,0.06,0,0.02,0,0,0.73,0,0
6,3133,0,0.31,0,0.12,0.05,0,0.38,0.1,0.03,0
7,3134,0.03,0.23,0,0.07,0.01,0,0.05,0.49,0.11,0
7,3135,0.26,0.04,0,0,0,0,0.25,0.45,0,0
7,3136,0.4,0,0,0,0,0,0,0.56,0,0
0,3137,0.63,0.03,0,0,0,0,0.04,0.29,0,0
7,3138,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3139,0.3,0.03,0,0,0,0,0.15,0.42,0.09,0
7,3140,0.28,0.07,0.02,0,0,0,0.26,0.36,0,0
8,3141,0,0.06,0,0.06,0,0,0.11,0.13,0.64,0
3,3142,0.07,0.05,0.03,0.24,0,0,0.2,0.2,0.21,0
7,3143,0,0.01,0,0,0,0,0.32,0.61,0.05,0
0,3144,0.51,0.39,0,0,0,0,0.07,0,0,0
3,3145,0,0.21,0,0.49,0.05,0,0.08,0.07,0.1,0
0,3146,0.48,0,0,0,0,0,0.14,0.29,0,0.07
7,3147,0.17,0.1,0,0.02,0,0,0.04,0.67,0,0
7,3148,0,0.02,0,0,0.01,0,0.13,0.82,0,0
0,3149,0.52,0.01,0,0,0.01,0,0,0.44,0.01,0
7,3150,0.31,0,0,0,0,0,0,0.66,0,0.02
8,3151,0,0.12,0,0.03,0.01,0,0.02,0.24,0.56,0
3,3152,0.01,0.14,0,0.29,0.2,0,0.25,0.06,0.06,0
1,3153,0.04,0.31,0,0.02,0.03,0,0.2,0.2,0.19,0
7,3154,0,0,0,0,0,0,0,0.98,0,0
7,3155,0,0.24,0,0.03,0,0,0.25,0.46,0.01,0
7,3156,0,0.09,0.03,0.03,0,0,0.23,0.6,0.02,0
6,3157,0.23,0.08,0.01,0.02,0,0,0.4,0.2,0.05,0
7,3158,0.13,0.09,0,0.01,0.01,0,0.05,0.68,0.01,0
7,3159,0.04,0.09,0,0,0,0,0,0.86,0,0
1,3160,0.15,0.23,0.01,0.05,0.01,0,0.22,0.14,0.18,0
8,3161,0,0.01,0,0.05,0.04,0,0.22,0.01,0.67,0
7,3162,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02
8,3163,0.16,0.24,0.02,0,0,0,0.16,0.13,0.28,0
3,3164,0.04,0.11,0.04,0.31,0.17,0,0.16,0.11,0.05,0
0,3165,0.41,0,0.01,0.11,0.04,0,0.4,0,0.03,0
8,3166,0,0,0.03,0.02,0.03,0,0.01,0.07,0.82,0
7,3167,0.01,0.02,0,0,0.01,0,0.09,0.85,0.01,0
7,3168,0.1,0.19,0.04,0,0,0,0.17,0.5,0,0
7,3169,0,0.03,0,0,0,0,0,0.93,0.02,0
7,3170,0.01,0.18,0,0,0,0,0.07,0.63,0.09,0
7,3171,0.02,0.14,0,0,0,0,0.12,0.72,0,0
7,3172,0,0.14,0,0.01,0.03,0,0.18,0.58,0.05,0
7,3173,0,0.01,0,0,0,0,0,0.99,0,0
8,3174,0.02,0,0,0.01,0,0,0.05,0.04,0.87,0
7,3175,0,0.16,0,0.02,0,0,0.04,0.78,0,0
7,3176,0,0,0,0,0,0,0,0.99,0,0
7,3177,0.05,0.02,0,0,0,0,0.09,0.73,0.11,0
6,3178,0.12,0.03,0,0.04,0.13,0,0.46,0.2,0.01,0
7,3179,0,0.19,0,0.23,0.26,0,0,0.29,0.02,0
6,3180,0,0.14,0,0,0,0,0.6,0.25,0,0
7,3181,0,0.05,0,0,0,0,0.03,0.81,0.1,0
0,3182,0.25,0.22,0,0.07,0,0,0.18,0.04,0.23,0
5,3183,0,0,0,0,0,1,0,0,0,0
1,3184,0,0.52,0,0.36,0.02,0,0.09,0,0,0
7,3185,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
6,3186,0.09,0.1,0,0.04,0,0,0.56,0,0.21,0
7,3187,0,0,0,0,0,0,0,1,0,0
1,3188,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0,3189,0.88,0.04,0,0,0,0,0.04,0.04,0,0
3,3190,0,0,0,0.61,0.23,0,0.16,0,0,0
1,3191,0.01,0.32,0,0.04,0.04,0,0.16,0.24,0.18,0
8,3192,0,0.08,0,0.03,0.04,0,0.06,0.04,0.76,0
7,3193,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,3194,0.08,0.04,0,0.01,0,0,0,0.85,0.02,0
6,3195,0.44,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.01
0,3196,0.36,0,0,0.25,0.02,0.06,0.08,0.23,0,0
7,3197,0.01,0.23,0,0.01,0,0,0.15,0.53,0.07,0
8,3198,0.02,0.16,0,0.08,0.03,0,0.07,0.12,0.52,0
7,3199,0,0.11,0.18,0.01,0.2,0,0.03,0.46,0,0
7,3200,0.02,0.03,0,0,0,0,0.18,0.68,0.08,0
