id,class,userId,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1525,NN,meanherrera,0.27,0.09,0.01,0,0,0,0.05,0,0,0.55,cluster4
1526,NN,ShaniandTheCity,0.37,0.37,0.05,0,0,0,0.09,0.04,0.04,0.03,cluster0
1527,N,Morse781,0.05,0.33,0,0,0,0,0.02,0.61,0,0,cluster2
1528,NN,Kimmyjustsayinn,0.78,0.02,0,0,0,0,0.04,0.14,0,0,cluster3
1529,NN,Bangtanojams,0.62,0.02,0.03,0.08,0,0,0,0.09,0,0.15,cluster3
1530,NN,PantyRadar,0.74,0.08,0.02,0,0,0,0.03,0.1,0.02,0.01,cluster3
1531,NN,RocioKunath,0,0,0.02,0,0.98,0,0,0,0,0,cluster1
1532,NN,03855trdb,0,0,0,0,1,0,0,0,0,0,cluster1
1533,NN,miles_hakim,0.69,0.08,0,0,0,0,0,0.24,0,0,cluster3
1534,NN,kelslynna,0.95,0,0,0,0,0,0.01,0.03,0,0,cluster3
1535,NN,Dwainvdw,0,0,0,0,0,0,0,0,0,1,cluster4
1536,NN,FirmacionShane,0.7,0,0,0,0,0,0,0,0,0.3,cluster3
1537,NN,RaeyvenSong,0.6,0.14,0,0,0,0.02,0.13,0,0.06,0.04,cluster0
1538,NN,jrmnkng,0,0,0,0,0,0,0,0,0,1,cluster4
1539,NN,m_liller,0.79,0.12,0,0,0,0,0,0,0.08,0,cluster0
1540,NN,thejjbelanger,0.55,0.1,0,0,0,0,0.18,0.09,0.06,0,cluster0
1541,NN,bieberspige12,0.55,0.14,0.11,0,0,0,0,0.05,0,0.15,cluster3
1542,NN,Admoretta,0,0,0,0.02,0.94,0,0.04,0,0,0,cluster1
1543,NN,AJHayez,0.48,0.45,0,0,0,0,0,0.08,0,0,cluster0
1544,N,x3_lilChocolate,0.26,0,0,0,0,0,0,0.74,0,0,cluster2
1545,NN,rochaiko,0.67,0,0,0,0,0,0.02,0.29,0,0,cluster3
1546,NN,TBankxx,0.19,0.44,0,0,0,0,0.08,0.26,0.02,0,cluster0
1547,NN,lalitweb,0,0.04,0,0,0,0,0.38,0,0.56,0,cluster4
1548,NN,2CW,0.01,0.96,0,0,0,0,0,0.02,0,0,cluster0
1549,NN,isaias_pereyra,0,0,0,0,1,0,0,0,0,0,cluster1
1550,NN,AhmadNurRohman,0,0.02,0,0.88,0,0,0.04,0,0.02,0.04,cluster4
1551,NN,ooccttoo,0.59,0.2,0,0,0,0.03,0.11,0.02,0.05,0,cluster0
1552,NN,justianahmad,0,0.19,0,0.81,0,0,0,0,0,0,cluster4
1553,NN,yupitstifftiff,0.69,0,0,0,0,0,0,0.28,0,0.03,cluster3
1554,NN,_gizzlybear,0.9,0.01,0,0,0,0,0.02,0.06,0,0,cluster3
1555,NN,katherine_nolem,0.96,0,0,0,0,0,0,0,0,0,cluster3
1556,NN,BrandonKobe_,0.08,0.61,0,0,0,0,0.03,0.26,0,0,cluster0
1557,NN,JadeJones009,0.94,0,0,0,0,0,0,0.06,0,0,cluster3
1558,NN,danisfahreza,0,0.83,0,0.09,0,0,0.04,0.03,0,0,cluster0
1559,N,shantrelroberts,0.63,0,0,0,0,0,0,0.37,0,0,cluster3
1560,NN,djgeemix,0.22,0.34,0.42,0,0,0,0,0,0,0,cluster4
1561,NN,charleyhallx,0.95,0.01,0,0,0,0,0,0.04,0,0,cluster3
1562,NN,AvritMcCotter,1,0,0,0,0,0,0,0,0,0,cluster3
1563,NN,ewaldh_,0.54,0.12,0,0,0,0,0.06,0.27,0,0,cluster3
1564,NN,Jana_Lamb,0.57,0.11,0.01,0,0,0,0.1,0,0.21,0,cluster0
1565,NN,tbhshyma,0.91,0,0,0.08,0,0,0,0,0,0,cluster3
1566,NN,sayydayy,0.76,0,0,0,0,0,0,0.24,0,0,cluster3
1567,NN,luklovesgreenb1,0.65,0.2,0,0,0,0,0.06,0.02,0.06,0,cluster0
1568,NN,04927lktb,0,0,0,0,1,0,0,0,0,0,cluster1
1569,NN,nath_harris7,0.76,0.18,0,0,0,0,0.02,0.04,0,0,cluster3
1570,NN,xobasura,0.82,0.01,0.05,0,0,0,0.02,0.07,0.02,0,cluster3
1571,N,Its_3mmak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,cluster2
1572,NN,AngelitaRam,0,0.13,0.02,0.03,0.59,0.02,0.17,0,0.04,0,cluster1
1573,NN,TheCPU001,0,0.03,0,0,0,0.92,0.04,0,0,0,cluster4
1574,NN,Maddlynn13,0.87,0,0.1,0,0,0,0,0,0.02,0,cluster3
1575,NN,weeeeeeeei_ffrk,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,cluster2
1576,NN,AbbieAdwell,0.97,0.02,0,0,0,0,0,0,0,0,cluster3
1577,NN,KroarRadio,0,0.11,0.09,0,0,0.03,0,0.04,0.67,0.05,cluster4
1578,NN,gntran,0.76,0,0.01,0,0,0,0.02,0.2,0,0,cluster3
1579,NN,mozxa,0.82,0,0,0,0.02,0,0,0.15,0,0,cluster2
1580,NN,JoshInnes_WIP,0.36,0.35,0,0,0,0,0.04,0.24,0.01,0,cluster0
1581,NN,iamwizzz,0,0.24,0.09,0.01,0,0.02,0.46,0.17,0,0,cluster0
1582,NN,DeborahfromDetr,0.81,0.04,0,0,0,0,0.02,0.07,0.03,0.02,cluster3
1583,NN,Reach4MoJOYRN,0.28,0.21,0,0,0,0,0.12,0,0.37,0,cluster0
1584,NN,LongLiveB3N,0.46,0.15,0.02,0.01,0,0.02,0.08,0.26,0,0,cluster0
1585,NN,ChelsTopley,0.7,0.26,0.01,0,0,0,0,0.01,0,0.01,cluster3
1586,NN,ammarin_eve,0.06,0,0,0.09,0.01,0,0,0,0,0.83,cluster4
1587,NN,hoosierdaddytdh,0.56,0.3,0,0,0,0,0.07,0,0.06,0,cluster0
1588,NN,C_mentzer,0.96,0.01,0,0,0,0,0,0.03,0,0,cluster3
1589,NN,danicyarr,0.67,0.07,0,0,0,0,0.02,0.19,0.03,0.02,cluster3
1590,NN,DoubleUp_Byrdie,0.74,0.01,0,0,0,0,0,0.24,0,0,cluster3
1591,NN,trevorjanes23,0.75,0,0,0,0,0.19,0,0,0,0.06,cluster4
1592,NN,JINACONDA,0.58,0,0.17,0.02,0.01,0.04,0,0,0,0.17,cluster4
1593,N,GrownS1mba,0.26,0.11,0,0,0,0,0.07,0.55,0.02,0,cluster2
1594,NN,JoelNavarro9,0,0.05,0,0,0,0.02,0.83,0,0,0.1,cluster0
1595,N,Shannonlatoya08,0.41,0,0,0,0,0,0,0.59,0,0,cluster2
1596,NN,maybebecca,0.94,0.01,0,0,0,0,0.02,0,0.02,0,cluster3
1597,NN,Masta_Blasta47,0.4,0.46,0,0,0,0,0.04,0.09,0,0,cluster0
1598,NN,EllieHammy,0.82,0.12,0,0.05,0,0,0,0,0,0,cluster3
1599,NN,aj_emmanuel,0.39,0.03,0,0.4,0,0.07,0,0.11,0,0,cluster4
1600,NN,ahhh_dee,0.91,0,0,0,0,0,0,0.08,0,0,cluster3
1601,NN,BVBfansUK_NW,0,0.98,0,0,0,0,0,0,0,0,cluster0
1602,NN,Crystal_Fishy,0.4,0.2,0.05,0,0,0.01,0.08,0,0.11,0.14,cluster4
1603,NN,abby2012_abby,0.91,0.08,0,0,0,0,0,0,0.01,0,cluster3
1604,NN,GabrielaRodasC,0.47,0.03,0.02,0,0.37,0,0.04,0,0.04,0.03,cluster1
1605,N,__Junebugg,0.02,0.45,0,0,0,0.02,0,0.51,0,0,cluster2
1606,NN,Miss_Omotesho,0.69,0.13,0.02,0.01,0,0,0.02,0.11,0.01,0,cluster3
1607,NN,6geauxdess,0.75,0,0,0,0,0,0,0.22,0,0,cluster3
1608,NN,beatriz_bieber9,0.07,0.15,0,0,0.23,0,0,0,0,0.54,cluster4
1609,NN,2leftcheeks,0.96,0,0,0,0,0,0.01,0.01,0,0,cluster3
1610,NN,Gyumoo,0.39,0,0.02,0.39,0.02,0,0,0,0,0.18,cluster4
1611,NN,ibra_official93,0,0.12,0,0.85,0,0.03,0,0,0,0,cluster4
1612,NN,AndyWeldon1,0.37,0.49,0,0,0,0,0.11,0,0.02,0,cluster0
1613,NN,SuperErizzle,0.76,0.14,0,0,0,0,0.05,0,0.03,0,cluster3
1614,NN,officer_trey,0.29,0.64,0,0,0,0,0,0.05,0,0.01,cluster0
1615,NN,ScottyPenguin,0,0.06,0,0,0,0.15,0.77,0,0,0,cluster4
1616,NN,banditcab,0.25,0.19,0,0,0,0,0.52,0.04,0,0,cluster0
1617,NN,bengillam,0.37,0.29,0,0,0,0,0.31,0,0.01,0,cluster0
1618,NN,manicalIy,0.77,0,0,0,0,0,0,0.09,0,0.12,cluster3
1619,NN,OlgaGpe,0.43,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,cluster1
1620,NN,blairecap,0.59,0.09,0,0,0,0,0,0.31,0,0,cluster3
1621,NN,christine_cope,0.13,0.19,0.01,0.17,0,0,0.28,0,0.21,0,cluster4
1622,NN,RJBoone14,0.38,0.49,0,0,0,0,0,0.13,0,0,cluster0
1623,NN,LauraSymonxo,0.89,0.1,0,0,0,0,0,0,0,0,cluster3
1624,NN,Crafterxxx,0.23,0.6,0.03,0,0,0,0.07,0.07,0,0,cluster0
1625,NN,tekinsahan,0,0,0,0.2,0,0.02,0.77,0,0,0,cluster4
1626,NN,03051trdc,0,0,0,0,1,0,0,0,0,0,cluster1
1627,NN,irateGinger,0.53,0.41,0,0,0,0.01,0.03,0,0.01,0,cluster0
1628,NN,animaux__,0.77,0.12,0.03,0.01,0,0,0.02,0.03,0,0,cluster3
1629,NN,youknowkurt,0,0,0.98,0,0,0,0,0.02,0,0,cluster4
1630,NN,Nunu_Hope,0.88,0,0,0.05,0,0,0,0.06,0,0,cluster3
1631,NN,sesamakaltim,0,0.1,0.13,0.43,0.02,0,0,0.23,0,0.1,cluster4
1632,NN,heyymaisarah,0.81,0,0,0.17,0,0,0,0,0,0.02,cluster3
1633,NN,michaelaianaki,0.8,0.06,0.03,0,0,0.04,0,0.01,0,0.04,cluster2
1634,N,BicPEN_,0.45,0.05,0,0,0,0,0.06,0.4,0,0.01,cluster3
1635,NN,SabriMartinez15,0,0,0,0.37,0.63,0,0,0,0,0,cluster1
1636,N,doublex2Dee,0.03,0.13,0,0,0,0,0,0.83,0,0,cluster2
1637,NN,TheOG_PYT,0.66,0,0,0,0,0,0,0.33,0,0,cluster3
1638,NN,hanalakuzail,0.31,0.36,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,cluster4
1639,NN,lovelynnapicog,0.17,0,0,0,0.02,0,0,0,0,0.81,cluster4
1640,NN,filpap,0,0.2,0,0.28,0,0,0,0,0.29,0.2,cluster4
1641,NN,PRIYANLAKSHMAN,0.21,0,0.73,0,0,0,0,0,0,0.06,cluster4
1642,NN,Federiko21,0,0.22,0.08,0,0.63,0,0.06,0,0,0,cluster1
1643,NN,babydani16,0.49,0.46,0,0,0,0,0,0,0,0.05,cluster0
1644,NN,MusaDembele,0.47,0.2,0,0.03,0,0,0.02,0.25,0,0,cluster3
1645,NN,Lila_Nadine,0.9,0.07,0,0,0,0,0,0,0,0,cluster3
1646,NN,j0hnw0lf,0.02,0.96,0,0,0,0,0,0.02,0,0,cluster0
1647,NN,kanaafa,0.29,0.16,0,0,0,0,0.43,0,0.11,0,cluster0
1648,NN,AmandaTaylor08,0.19,0.69,0,0.02,0,0,0.1,0,0,0,cluster0
1649,NN,KaitlynnAjzensz,1,0,0,0,0,0,0,0,0,0,cluster3
1650,N,SimpleDee_22,0.26,0.24,0,0,0,0,0,0.49,0,0,cluster2
1651,N,UknoTez,0.43,0,0,0,0,0,0,0.57,0,0,cluster2
1652,NN,umisaeki,0.56,0,0.2,0.02,0.01,0,0,0.07,0,0.14,cluster4
1653,NN,Rosee_tothetop,0.52,0.15,0,0,0,0,0.03,0.3,0,0,cluster3
1654,NN,RITSUKO_MGK_AKZ,0,0.11,0,0,0,0,0,0,0.89,0,cluster4
1655,NN,_Faavi,0.88,0,0,0,0,0,0,0.12,0,0,cluster3
1656,NN,tracideannn,0.95,0,0,0,0,0,0,0.05,0,0,cluster3
1657,NN,ClementEmery,0,0,0.98,0,0.02,0,0,0,0,0,cluster4
1658,NN,trinitytorii,0.68,0,0,0,0,0,0,0.32,0,0,cluster3
1659,NN,TheHireRightGrl,0,0.04,0,0.04,0,0,0.69,0,0.21,0,cluster0
1660,N,Cjrussell6,0,0,0,0,0,0,0,1,0,0,cluster2
1661,NN,brblovingdemi,0.49,0.17,0.11,0,0,0.02,0,0.02,0,0.19,cluster4
1662,NN,DJG1NUCS,0.06,0.14,0.05,0.02,0.72,0,0,0.02,0,0,cluster1
1663,NN,chilll1d,0.54,0.01,0.4,0,0,0,0,0.03,0,0,cluster4
1664,NN,GwenSiblot,0,0,1,0,0,0,0,0,0,0,cluster4
1665,NN,fixpart16,0,0,0,0.06,0,0,0.77,0,0,0.16,cluster4
1666,NN,Joanna_Mitton,0.78,0.14,0.02,0,0,0.01,0.01,0,0.02,0.02,cluster0
1667,NN,rayanalnoh,0,0,0,0,0.08,0,0.38,0.2,0.33,0,cluster4
1668,NN,AmandineHln,0,0,1,0,0,0,0,0,0,0,cluster4
1669,NN,camillalewis,0.79,0.14,0,0,0,0,0.05,0,0,0,cluster3
1670,NN,xHarriett,0.91,0.09,0,0,0,0,0,0,0,0,cluster3
1671,NN,RatanLang,0,0.04,0,0,0,0,0.94,0,0,0.01,cluster0
1672,NN,nnnnut_,0.31,0.05,0.15,0.03,0.01,0.06,0,0.02,0,0.37,cluster4
1673,NN,HeatonJoleen,0.43,0.09,0.12,0,0,0.03,0.31,0.03,0,0,cluster4
1674,N,TheyHateTykia,0.12,0,0,0,0,0,0,0.88,0,0,cluster2
1675,NN,PrimatePromo,0,0,0,0.95,0,0.03,0,0,0,0.01,cluster4
1676,NN,jkshukla87,0.09,0,0.58,0.04,0,0,0.14,0,0,0.14,cluster4
1677,NN,naterwallace,0.58,0.32,0,0,0,0,0,0.09,0,0,cluster3
1678,NN,Qtypie018,0.69,0.06,0,0,0,0,0,0.25,0,0,cluster3
1679,NN,verminmark,0.42,0.43,0,0,0,0,0.08,0.04,0.02,0,cluster0
1680,NN,syaf106,0.6,0,0,0.4,0,0,0,0,0,0,cluster4
1681,NN,marv_p,0.43,0.33,0.03,0,0,0,0.12,0,0.06,0.03,cluster0
1682,NN,elliee_baynham,0.95,0.01,0,0,0,0,0,0,0.01,0,cluster3
1683,NN,eastersss,0.83,0.08,0.02,0,0,0,0.03,0,0.03,0,cluster3
1684,NN,ohsolegittt,0.78,0.05,0,0,0,0,0,0.16,0,0,cluster3
1685,NN,APM3141,0.58,0.04,0,0,0,0,0.24,0.02,0.12,0,cluster0
1686,NN,nicoleherygers,0.96,0.02,0,0,0,0,0,0.01,0,0,cluster3
1687,NN,andrewdaaboul,0.21,0.5,0,0,0,0,0.01,0.28,0,0,cluster0
1688,NN,cabreraelena5,0.75,0.03,0.04,0,0,0,0,0.12,0,0.04,cluster3
1689,NN,sunitanimbalkar,0.07,0.07,0,0,0,0.65,0.05,0,0.04,0.12,cluster4
1690,NN,JJMORGAN9122,0.35,0.02,0,0,0,0,0.45,0.09,0.09,0,cluster0
1691,NN,TBOE99,0.53,0.38,0,0,0,0,0,0.07,0,0,cluster3
1692,NN,nrlnzhh,0.44,0.24,0.03,0.21,0,0,0.03,0,0.02,0.02,cluster4
1693,NN,EspinalAngie,0,0,0.06,0,0.93,0,0,0,0,0,cluster1
1694,NN,SunilAshi,0.15,0.02,0,0,0,0.67,0.02,0,0.1,0.03,cluster4
1695,NN,the_closerr,0.71,0,0,0,0,0,0,0.29,0,0,cluster3
1696,NN,elardo_john,0.17,0.07,0,0,0,0,0,0,0,0.76,cluster4
1697,NN,Elsie_geselsie,0.13,0.11,0.11,0,0,0,0,0,0,0.64,cluster4
1698,NN,sayir07,0.3,0.22,0,0.27,0,0,0.2,0,0,0.02,cluster4
1699,NN,MenjoFukushu,0.77,0.02,0,0,0,0.02,0.16,0,0.02,0,cluster0
1700,NN,josweddingdress,0,0,0,0,0,1,0,0,0,0,cluster4
1701,NN,catarinaiaraujo,0.38,0.02,0,0.06,0.54,0,0,0,0,0,cluster1
1702,NN,Haileyamanduhhh,0.83,0.01,0,0,0,0,0.01,0.14,0,0,cluster3
1703,NN,alyssaclandez,0.82,0.08,0.05,0,0,0.01,0,0,0,0.02,cluster0
1704,NN,trippybella,0.48,0,0.08,0,0,0,0.08,0.32,0.04,0,cluster0
1705,NN,DykeVanTom,0.18,0.11,0,0,0,0,0.42,0.01,0.27,0,cluster0
1706,N,yaboy_jrod,0.11,0.49,0,0,0,0,0,0.38,0,0,cluster0
1707,NN,TvccSoftball,0,0.98,0,0,0,0,0.02,0,0,0,cluster0
1708,NN,AryaSetiadharma,0.05,0.06,0.02,0.1,0,0,0.48,0,0.28,0,cluster4
1709,N,miyu_miyu121,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1710,NN,dreayaya_WGP,0.87,0.01,0,0,0,0,0.04,0.06,0.01,0,cluster3
1711,NN,Hozer12,0.49,0.45,0,0,0,0,0,0.05,0,0,cluster0
1712,NN,thepx__,0.14,0,0,0.77,0,0,0.04,0,0,0.04,cluster4
1713,NN,MrHensen1,0.72,0.2,0,0,0,0,0.02,0.05,0,0,cluster3
1714,NN,BisettiVanessa,0.9,0,0,0,0,0,0,0.08,0,0,cluster3
1715,NN,UdaipurKiran,0,0,0,0,0,0,1,0,0,0,cluster0
1716,NN,Do_Not_Honk,0.25,0,0,0.02,0,0,0.67,0.01,0.01,0.03,cluster0
1717,NN,staceyNYCDC,0.4,0.22,0,0,0,0,0.19,0.05,0.14,0,cluster0
1718,NN,Firsticha_ichul,0.03,0,0.17,0.8,0,0,0,0,0,0,cluster4
1719,NN,ja4jack,0.91,0.03,0.03,0,0,0,0,0.04,0,0,cluster3
1720,N,TeeDotsworld_,0.02,0,0,0,0,0,0,0.97,0,0,cluster2
1721,NN,sadladygalo,0.62,0.1,0,0,0,0,0.08,0.15,0.04,0,cluster0
1722,NN,Pascacelio,0.5,0.07,0,0.04,0.16,0.01,0.02,0.17,0,0.02,cluster2
1723,NN,jokeyrhyme,0.24,0.04,0,0,0,0,0.62,0,0.1,0,cluster0
1724,NN,Vinnie125VIP,0.15,0.52,0,0,0,0,0.03,0.3,0,0,cluster0
1725,NN,Koroccann,0.55,0,0.05,0,0,0,0,0.29,0,0.11,cluster3
1726,NN,Tex2WestSeattle,0.41,0.53,0,0,0,0,0.02,0,0.04,0,cluster0
1727,NN,carlyjophillips,0.92,0.07,0,0,0,0,0,0,0,0,cluster3
1728,NN,jerome49k,0,0,0.95,0,0.05,0,0,0,0,0,cluster4
1729,NN,lujop83,0.26,0.72,0,0,0,0,0,0,0,0,cluster0
1730,NN,ConorTheKing,0.6,0.35,0,0,0,0,0.01,0.04,0,0,cluster3
1731,NN,domingotrejo1,0.14,0.17,0.22,0,0.44,0.02,0,0,0,0,cluster1
1732,NN,blranderson,0.95,0.02,0,0,0,0,0,0.02,0,0,cluster3
1733,NN,doili_tv,0,0,0,0.7,0,0.29,0,0,0,0,cluster4
1734,NN,KhpalWaziristan,0.12,0,0.04,0.28,0.04,0,0.39,0,0,0.13,cluster4
1735,NN,AmandaJihan,0.35,0,0,0.65,0,0,0,0,0,0,cluster4
1736,N,itweetherGOOD,0.44,0,0,0,0,0,0,0.56,0,0,cluster2
1737,NN,mr_iklan,0,0,0,0,0,0,0,0,0,1,cluster4
1738,NN,MarathiRT,0.03,0.26,0,0,0,0,0.3,0,0.05,0.37,cluster4
1739,NN,ianacedera,0.68,0.31,0,0,0,0,0,0,0,0,cluster3
1740,NN,jenconroy___,0.82,0.17,0,0,0,0,0,0,0,0,cluster3
1741,NN,NeelakshiDon,0.67,0.19,0,0,0,0,0,0,0.02,0.12,cluster3
1742,NN,AmyWilkes15,0.87,0.1,0,0,0,0,0,0.02,0,0,cluster3
1743,NN,eft_finance,0,0.06,0,0,0,0,0.93,0,0,0,cluster0
1744,NN,MACPAT83,0.35,0.49,0,0,0,0,0.03,0.11,0,0,cluster0
1745,NN,MagazineAlbania,0,0.17,0.57,0.07,0.17,0,0,0,0,0,cluster4
1746,NN,tastyliam,0.65,0.01,0.29,0,0,0,0,0.02,0,0.03,cluster4
1747,NN,P_bogan,0.2,0.19,0,0,0,0,0.46,0,0.15,0,cluster0
1748,NN,Becky__Patten,0.89,0,0,0,0,0,0,0.1,0,0,cluster3
1749,NN,Hello_jars,0.18,0.67,0.02,0,0,0.01,0,0,0.09,0.03,cluster0
1750,NN,wildfreckle,0.03,0.57,0,0,0,0,0.12,0,0.25,0.01,cluster0
1751,NN,becca_hoffman22,0.8,0.18,0,0,0,0,0.02,0,0,0,cluster3
1752,NN,KaseyWarmington,0.86,0.08,0,0,0,0,0.01,0.02,0.02,0,cluster3
1753,NN,luisangel201410,0.14,0.03,0.04,0,0.7,0.07,0,0,0,0.02,cluster1
1754,NN,_nidori,0.68,0.02,0.04,0,0.22,0,0.03,0,0,0,cluster1
1755,NN,Are_U_Hungry,0.36,0.54,0,0,0,0,0,0.04,0,0.04,cluster0
1756,N,TheReelStevie_J,0.14,0.28,0,0.19,0,0,0,0.39,0,0,cluster2
1757,NN,snoopy_vass,0.44,0.33,0.11,0.01,0,0.03,0,0,0,0.08,cluster4
1758,NN,uhshataa,0.6,0.06,0,0.01,0,0,0.02,0.29,0,0,cluster3
1759,NN,AlexJimenezDj,0,0.25,0.05,0.07,0.58,0,0,0.04,0,0.01,cluster1
1760,NN,Fiafifu,0.93,0.02,0,0.03,0,0,0,0,0,0,cluster3
1761,NN,ivannaezg,0.67,0.05,0.11,0,0.15,0,0,0,0,0,cluster1
1762,NN,Korinna10,0.74,0.25,0,0,0,0,0,0,0,0,cluster3
1763,NN,spunppppp,0.49,0,0.12,0,0.04,0,0.03,0,0,0.32,cluster4
1764,NN,Ugbaad_,0.54,0.02,0,0,0,0,0.11,0.3,0.01,0,cluster3
1765,NN,mathewflorence3,0.67,0.11,0,0,0,0.12,0.03,0.03,0,0.03,cluster2
1766,NN,geonews_en,0,0,0,0,0,0,1,0,0,0,cluster0
1767,NN,A_S_Kirschtorte,0.75,0,0,0,0,0.17,0,0,0,0,cluster4
1768,N,GcHekk,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1769,NN,BerdugoTamy,0,0,0,0,0.99,0,0,0,0,0,cluster1
1770,NN,faridpier,0.57,0.01,0,0.33,0,0,0.05,0.01,0.02,0,cluster4
1771,NN,nikotuazon,0.6,0.05,0,0,0,0,0.08,0.25,0.02,0,cluster3
1772,NN,AsroyyAlcantara,0.14,0.67,0,0.14,0,0,0.02,0.02,0,0,cluster1
1773,NN,Oceane_35230,0,0,0.99,0,0,0,0,0,0,0,cluster4
1774,NN,secretmixerx,0.16,0.07,0.54,0,0.05,0,0,0.01,0,0.16,cluster4
1775,NN,YolandaCruzCruz,0.3,0,0,0,0.69,0,0,0,0,0,cluster1
1776,NN,sdcmedia,0.05,0.5,0,0,0,0,0.38,0,0,0.04,cluster0
1777,NN,Paulyne_,0,0,0.98,0,0.02,0,0,0,0,0,cluster4
1778,NN,iTeshura,0.6,0.21,0,0,0,0,0.08,0,0.09,0,cluster0
1779,N,dream_chaser_10,0.33,0.24,0,0,0,0,0.02,0.41,0,0,cluster3
1780,NN,Shaawaaaa,0,0,0.05,0.15,0.7,0,0,0,0,0.11,cluster1
1781,NN,KSwarringin,0.99,0,0,0,0,0,0,0.01,0,0,cluster3
1782,NN,15turra,0.53,0.31,0.03,0,0.01,0,0,0,0,0.12,cluster1
1783,NN,ctrlaubrey,0.88,0,0,0,0,0,0,0.11,0,0,cluster3
1784,NN,MESSinAZ5,0.36,0,0,0,0,0,0.51,0.04,0.08,0,cluster0
1785,NN,Hypest_Nikku,0.72,0.18,0,0,0,0.01,0.03,0.04,0,0,cluster0
1786,NN,jswagsostupid,0.41,0.4,0,0,0,0,0,0.18,0,0,cluster0
1787,NN,wvrglenn4,0.03,0.66,0.06,0.01,0,0,0.21,0,0.03,0,cluster0
1788,NN,allenarayne,0.96,0,0,0,0,0,0,0.03,0,0,cluster3
1789,NN,Haylee_Mccray,0.91,0.03,0,0,0,0,0.04,0,0,0,cluster3
1790,NN,DuarteS45,0,0,0,0,0.76,0,0,0,0,0.24,cluster1
1791,NN,inejghvfa,0.74,0.07,0.05,0,0,0,0.06,0,0.08,0,cluster0
1792,NN,joanna230687,0.35,0.01,0.02,0,0,0,0,0.01,0,0.6,cluster4
1793,NN,NorburyEva,0.03,0,0,0,0,0.01,0.94,0,0,0,cluster0
1794,NN,lobakerrr,0.96,0,0,0,0,0,0,0.03,0,0,cluster3
1795,NN,sanomaru02251,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,cluster4
1796,NN,Emclub7,0.07,0.63,0,0.03,0,0,0.2,0.05,0,0.03,cluster0
1797,NN,badettecornelia,0.34,0.39,0.01,0,0,0,0.1,0,0.12,0.04,cluster0
1798,NN,SueHoll09387870,0.05,0.06,0.02,0,0,0.02,0.84,0,0,0,cluster0
1799,N,MSfunsize69,0.35,0,0,0,0,0,0,0.65,0,0,cluster2
1800,NN,vakta17,0.4,0.19,0,0,0,0.02,0.39,0,0,0,cluster0
1801,NN,ohitsmeandy,0.74,0,0,0,0,0,0,0.06,0,0.19,cluster3
1802,NN,JaclynBradley,0.82,0.13,0,0,0,0,0.05,0,0,0,cluster3
1803,NN,Lynnielou77,0.63,0.26,0.03,0,0,0.02,0.03,0,0.03,0,cluster0
1804,NN,dreahelfer,0.11,0.39,0.06,0,0,0,0.18,0,0.27,0,cluster0
1805,NN,LEXthePEX,0.12,0.85,0,0,0,0,0.01,0,0,0,cluster0
1806,NN,Brooklynnn_R,0.87,0.05,0,0,0,0,0.03,0.04,0,0,cluster3
1807,NN,Ale_carl36,0.21,0.15,0,0,0,0,0.63,0,0,0,cluster0
1808,N,asdfgkxjd1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1809,NN,lariissaeviana,0.54,0,0,0,0.45,0,0,0.01,0,0,cluster1
1810,NN,Fututu,0.43,0.18,0.04,0.06,0,0,0.02,0.03,0,0.22,cluster3
1811,NN,krpn444,0,0.3,0,0.3,0,0.04,0.36,0,0,0,cluster4
1812,NN,UnkleAce,0.03,0.09,0,0,0,0.73,0.08,0.07,0,0,cluster4
1813,N,ukon993301611,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1814,NN,Maddawg_Davis,0.89,0,0,0,0,0,0,0.08,0,0,cluster3
1815,NN,MyLifeIsSRK,0.19,0.33,0,0.01,0,0,0.14,0,0,0.32,cluster4
1816,NN,RoraBartolomeu,1,0,0,0,0,0,0,0,0,0,cluster3
1817,NN,AmierBitch,0.5,0.05,0.02,0.02,0,0,0.06,0.32,0.02,0.01,cluster3
1818,NN,Hello_ImKYRA,0.57,0.11,0.06,0,0,0,0,0.26,0,0,cluster3
1819,NN,shelby_knight36,0.82,0,0,0,0,0,0,0.17,0,0,cluster3
1820,NN,rpillamaweather,0,0,0,0,0,1,0,0,0,0,cluster4
1821,NN,its_devinnnn,0.78,0,0.1,0,0,0,0,0.07,0.03,0,cluster3
1822,NN,jamoharvey,0.14,0.84,0,0,0,0,0,0,0.01,0,cluster0
1823,NN,MrBurnett4,0.44,0.22,0.21,0,0,0,0.01,0.04,0.06,0,cluster4
1824,N,0qllisIho6CSKFo,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
